Banco,Contrato,Origen,Tipo archivo recaudo,periodo,mes,Valor pago,Año_mes
avvillas,otros ingresos,presencial,pagos presencial,2023,1,61299,2023-01-01
avvillas,pot.,presencial,pagos presencial,2022,5,42737732,2022-05-01
avvillas,pot.,presencial,pagos presencial,2022,7,220187148,2022-07-01
avvillas,pot.,presencial,pagos presencial,2022,12,105120,2022-12-01
avvillas,pot.,presencial,pagos presencial,2023,3,1405612,2023-03-01
avvillas,pot.,presencial,pagos presencial,2023,7,1194611,2023-07-01
avvillas,pot.,presencial,pagos presencial,2023,8,381633,2023-08-01
avvillas,pot.,presencial,pagos presencial,2023,9,2595042,2023-09-01
avvillas,pot.,presencial,pagos presencial,2023,10,1208799,2023-10-01
avvillas,pot.,presencial,pagos presencial,2023,11,4230033,2023-11-01
avvillas,pot.,presencial,pagos presencial,2023,12,4793143,2023-12-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,4,995833,2022-04-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,5,383924,2022-05-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,6,779903,2022-06-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,7,2313981,2022-07-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,8,3490415,2022-08-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,9,8094880,2022-09-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,10,53004995,2022-10-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,11,6256017,2022-11-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2022,12,1622740,2022-12-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,1,2181913,2023-01-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,2,5046349,2023-02-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,3,4794942,2023-03-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,4,3055413,2023-04-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,5,4198022,2023-05-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,6,5915931,2023-06-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,7,3713785,2023-07-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,8,6773934,2023-08-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,9,10487107,2023-09-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,10,9792041,2023-10-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,11,3635492,2023-11-01
avvillas,préstamos hipotecarios,presencial,pagos presencial,2023,12,6882666,2023-12-01
avvillas,publicidad exterior visual,presencial,pagos presencial,2022,4,76000,2022-04-01
avvillas,publicidad exterior visual,presencial,pagos presencial,2022,7,543000,2022-07-01
avvillas,rentas contractuales,presencial,pagos presencial,2023,9,557589,2023-09-01
avvillas,rentas contractuales,presencial,pagos presencial,2023,10,182167,2023-10-01
avvillas,rentas contractuales,presencial,pagos presencial,2023,12,193255,2023-12-01
avvillas,servicios,presencial,pagos presencial,2022,2,80500,2022-02-01
avvillas,servicios,presencial,pagos presencial,2022,3,74750,2022-03-01
avvillas,servicios,presencial,pagos presencial,2022,4,115000,2022-04-01
avvillas,servicios,presencial,pagos presencial,2022,5,211300,2022-05-01
avvillas,servicios,presencial,pagos presencial,2022,6,132250,2022-06-01
avvillas,servicios,presencial,pagos presencial,2022,7,149500,2022-07-01
avvillas,servicios,presencial,pagos presencial,2022,8,17250,2022-08-01
avvillas,servicios,presencial,pagos presencial,2022,9,257300,2022-09-01
avvillas,servicios,presencial,pagos presencial,2022,10,92000,2022-10-01
avvillas,servicios,presencial,pagos presencial,2022,11,143750,2022-11-01
avvillas,servicios,presencial,pagos presencial,2022,12,184000,2022-12-01
avvillas,servicios,presencial,pagos presencial,2023,1,124450,2023-01-01
avvillas,servicios,presencial,pagos presencial,2023,2,667977,2023-02-01
avvillas,servicios,presencial,pagos presencial,2023,3,64270,2023-03-01
avvillas,servicios,presencial,pagos presencial,2023,4,89978,2023-04-01
avvillas,servicios,presencial,pagos presencial,2023,5,1523199,2023-05-01
avvillas,servicios,presencial,pagos presencial,2023,6,1536053,2023-06-01
avvillas,servicios,presencial,pagos presencial,2023,7,19281,2023-07-01
avvillas,servicios,presencial,pagos presencial,2023,9,13399,2023-09-01
"axis bank, ltd.",impuesto predial,p,pagos web,2022,6,221389,2022-06-01
"axis bank, ltd.",impuesto predial,p,pagos web,2023,5,270835,2023-05-01
bac international bank,impuesto predial,p,pagos web,2022,12,2501176,2022-12-01
bac international bank inc,impuesto predial,p,pagos web,2023,3,1124806,2023-03-01
bac international bank inc,impuesto predial,p,pagos web,2023,9,138314,2023-09-01
ban100,impuesto predial,p,pagos web,2023,4,2655790,2023-04-01
ban100,impuesto predial,p,pagos web,2023,7,2655767,2023-07-01
ban100,impuesto predial,p,pagos web,2023,10,2655790,2023-10-01
ban100,industria y comercio,p,pagos web,2023,6,726000,2023-06-01
banagrario,impuesto predial,n,pagos web,2023,3,438320,2023-03-01
banagrario,impuesto predial,n,pagos web,2023,5,399266,2023-05-01
banagrario,impuesto predial,p,pagos web,2020,2,1464961,2020-02-01
banagrario,impuesto predial,p,pagos web,2020,3,505705,2020-03-01
banagrario,impuesto predial,p,pagos web,2021,2,302963,2021-02-01
banagrario,impuesto predial,p,pagos web,2022,9,1660471,2022-09-01
banagrario,impuesto predial,p,pagos web,2022,12,401655,2022-12-01
banagrario,impuesto predial,p,pagos web,2023,6,1225588,2023-06-01
banagrario,impuesto predial,p,pagos web,2023,7,2163724,2023-07-01
"banca afirme, s.a.",impuesto predial,p,pagos web,2023,4,401070,2023-04-01
bancaja (caja de ahorros de va,impuesto predial,p,pagos web,2022,7,355107,2022-07-01
bancaja (caja de ahorros de va,impuesto predial,p,pagos web,2023,2,387280,2023-02-01
bancaja (caja de ahorros de va,impuesto predial,p,pagos web,2023,8,765198,2023-08-01
bancamia s.a.,facilidades,p,pagos web,2020,8,1082152,2020-08-01
bancamia s.a.,facilidades,p,pagos web,2021,11,1206811,2021-11-01
bancamia s.a.,facilidades,p,pagos web,2022,3,297350,2022-03-01
bancamia s.a.,impuesto predial,a,pagos web,2021,11,948428,2021-11-01
bancamia s.a.,impuesto predial,a,pagos web,2022,7,2046,2022-07-01
bancamia s.a.,impuesto predial,a,pagos web,2022,8,316060,2022-08-01
bancamia s.a.,impuesto predial,a,pagos web,2022,9,846,2022-09-01
bancamia s.a.,impuesto predial,a,pagos web,2023,1,463014,2023-01-01
bancamia s.a.,impuesto predial,a,pagos web,2023,2,297483,2023-02-01
bancamia s.a.,impuesto predial,n,pagos web,2022,10,58381,2022-10-01
bancamia s.a.,impuesto predial,n,pagos web,2022,11,50821,2022-11-01
bancamia s.a.,impuesto predial,n,pagos web,2022,12,196284,2022-12-01
bancamia s.a.,impuesto predial,n,pagos web,2023,2,2106069,2023-02-01
bancamia s.a.,impuesto predial,n,pagos web,2023,3,161593,2023-03-01
bancamia s.a.,impuesto predial,n,pagos web,2023,5,138411,2023-05-01
bancamia s.a.,impuesto predial,n,pagos web,2023,6,355315,2023-06-01
bancamia s.a.,impuesto predial,n,pagos web,2023,9,107862,2023-09-01
bancamia s.a.,impuesto predial,p,pagos web,2020,5,173843,2020-05-01
bancamia s.a.,impuesto predial,p,pagos web,2020,6,222334,2020-06-01
bancamia s.a.,impuesto predial,p,pagos web,2020,7,80124,2020-07-01
bancamia s.a.,impuesto predial,p,pagos web,2020,8,486261,2020-08-01
bancamia s.a.,impuesto predial,p,pagos web,2020,9,216569,2020-09-01
bancamia s.a.,impuesto predial,p,pagos web,2020,10,218433,2020-10-01
bancamia s.a.,impuesto predial,p,pagos web,2020,11,220096,2020-11-01
bancamia s.a.,impuesto predial,p,pagos web,2020,12,487267,2020-12-01
bancamia s.a.,impuesto predial,p,pagos web,2021,2,492659,2021-02-01
bancamia s.a.,impuesto predial,p,pagos web,2021,3,1587138,2021-03-01
bancamia s.a.,impuesto predial,p,pagos web,2021,4,34906,2021-04-01
bancamia s.a.,impuesto predial,p,pagos web,2021,5,449009,2021-05-01
bancamia s.a.,impuesto predial,p,pagos web,2021,6,468328,2021-06-01
bancamia s.a.,impuesto predial,p,pagos web,2021,8,1947427,2021-08-01
bancamia s.a.,impuesto predial,p,pagos web,2021,9,3012282,2021-09-01
bancamia s.a.,impuesto predial,p,pagos web,2021,11,208533,2021-11-01
bancamia s.a.,impuesto predial,p,pagos web,2021,12,204745,2021-12-01
bancamia s.a.,impuesto predial,p,pagos web,2022,1,3424818,2022-01-01
bancamia s.a.,impuesto predial,p,pagos web,2022,2,1687043,2022-02-01
bancamia s.a.,impuesto predial,p,pagos web,2022,3,195004,2022-03-01
bancamia s.a.,impuesto predial,p,pagos web,2022,4,152172,2022-04-01
bancamia s.a.,impuesto predial,p,pagos web,2022,5,139571,2022-05-01
bancamia s.a.,impuesto predial,p,pagos web,2022,6,282848,2022-06-01
bancamia s.a.,impuesto predial,p,pagos web,2022,7,664732,2022-07-01
bancamia s.a.,impuesto predial,p,pagos web,2022,8,181951,2022-08-01
bancamia s.a.,impuesto predial,p,pagos web,2022,9,1456236,2022-09-01
bancamia s.a.,impuesto predial,p,pagos web,2022,10,683,2022-10-01
bancamia s.a.,impuesto predial,p,pagos web,2022,11,116444,2022-11-01
bancamia s.a.,impuesto predial,p,pagos web,2022,12,1229628,2022-12-01
bancamia s.a.,impuesto predial,p,pagos web,2023,1,1582956,2023-01-01
bancamia s.a.,impuesto predial,p,pagos web,2023,2,1363426,2023-02-01
bancamia s.a.,impuesto predial,p,pagos web,2023,3,1379557,2023-03-01
bancamia s.a.,impuesto predial,p,pagos web,2023,5,817499,2023-05-01
bancamia s.a.,impuesto predial,p,pagos web,2023,6,424691,2023-06-01
bancamia s.a.,impuesto predial,p,pagos web,2023,7,2570933,2023-07-01
bancamia s.a.,impuesto predial,p,pagos web,2023,8,54962,2023-08-01
bancamia s.a.,impuesto predial,p,pagos web,2023,9,332867,2023-09-01
bancamia s.a.,impuesto predial,p,pagos web,2023,11,311447,2023-11-01
bancamia s.a.,impuesto predial,p,pagos web,2023,12,119515,2023-12-01
bancamia s.a.,industria y comercio,p,pagos web,2021,3,22470,2021-03-01
bancamia s.a.,industria y comercio,p,pagos web,2021,4,154736,2021-04-01
bancamia s.a.,industria y comercio,p,pagos web,2021,6,67188,2021-06-01
bancamia s.a.,industria y comercio,p,pagos web,2021,7,22077,2021-07-01
bancamia s.a.,industria y comercio,p,pagos web,2021,10,66134,2021-10-01
bancamia s.a.,industria y comercio,p,pagos web,2022,4,213554,2022-04-01
bancamia s.a.,industria y comercio,p,pagos web,2022,8,96643,2022-08-01
bancar tecnologia co sa compan,facilidades,p,pagos web,2023,2,266552,2023-02-01
bancar tecnologia co sa compan,facilidades,p,pagos web,2023,6,599797,2023-06-01
bancar tecnologia co sa compan,impuesto predial,p,pagos web,2023,2,81498,2023-02-01
bancar tecnologia co sa compan,impuesto predial,p,pagos web,2023,8,174487,2023-08-01
bancar tecnologia co sa compan,impuesto predial,p,pagos web,2023,11,174652,2023-11-01
banco agrario,circulacion y transito,a,pagos web,2021,7,34320,2021-07-01
banco agrario,circulacion y transito,n,pagos web,2023,10,302309,2023-10-01
banco agrario,circulacion y transito,p,pagos web,2021,7,62172,2021-07-01
banco agrario,circulacion y transito,p,pagos web,2022,10,111736,2022-10-01
banco agrario,circulacion y transito,p,pagos web,2023,7,112467,2023-07-01
banco agrario,circulacion y transito,p,pagos web,2023,8,51071,2023-08-01
banco agrario,delineación urbana,a,pagos web,2020,9,46000,2020-09-01
banco agrario,facilidades,n,pagos web,2023,3,939811,2023-03-01
banco agrario,facilidades,p,pagos web,2020,8,21492764,2020-08-01
banco agrario,facilidades,p,pagos web,2020,9,4362273,2020-09-01
banco agrario,facilidades,p,pagos web,2020,10,6425476,2020-10-01
banco agrario,facilidades,p,pagos web,2021,4,606171,2021-04-01
banco agrario,facilidades,p,pagos web,2021,7,606171,2021-07-01
banco agrario,facilidades,p,pagos web,2021,11,422090,2021-11-01
banco agrario,facilidades,p,pagos web,2021,12,880213,2021-12-01
banco agrario,facilidades,p,pagos web,2022,7,343794,2022-07-01
banco agrario,facilidades,p,pagos web,2022,8,114598,2022-08-01
banco agrario,facilidades,p,pagos web,2023,4,732318,2023-04-01
banco agrario,facilidades,p,pagos web,2023,6,2128476,2023-06-01
banco agrario,impuesto predial,a,pagos web,2020,6,1506249,2020-06-01
banco agrario,impuesto predial,a,pagos web,2020,7,891033,2020-07-01
banco agrario,impuesto predial,a,pagos web,2020,9,965912,2020-09-01
banco agrario,impuesto predial,a,pagos web,2020,12,703724,2020-12-01
banco agrario,impuesto predial,a,pagos web,2021,3,726788,2021-03-01
banco agrario,impuesto predial,a,pagos web,2021,4,172066,2021-04-01
banco agrario,impuesto predial,a,pagos web,2022,2,715692,2022-02-01
banco agrario,impuesto predial,a,pagos web,2022,6,197956,2022-06-01
banco agrario,impuesto predial,a,pagos web,2022,9,400607,2022-09-01
banco agrario,impuesto predial,a,pagos web,2023,3,271890,2023-03-01
banco agrario,impuesto predial,a,pagos web,2023,6,978036,2023-06-01
banco agrario,impuesto predial,a,pagos web,2023,11,8182,2023-11-01
banco agrario,impuesto predial,a,pagos web,2023,12,213371,2023-12-01
banco agrario,impuesto predial,n,pagos web,2022,10,591432,2022-10-01
banco agrario,impuesto predial,n,pagos web,2022,12,2001959,2022-12-01
banco agrario,impuesto predial,n,pagos web,2023,2,91059558,2023-02-01
banco agrario,impuesto predial,n,pagos web,2023,3,1714284,2023-03-01
banco agrario,impuesto predial,n,pagos web,2023,4,1185180,2023-04-01
banco agrario,impuesto predial,n,pagos web,2023,5,311870,2023-05-01
banco agrario,impuesto predial,n,pagos web,2023,7,391434,2023-07-01
banco agrario,impuesto predial,n,pagos web,2023,11,39169857,2023-11-01
banco agrario,impuesto predial,p,pagos web,2020,1,6429395,2020-01-01
banco agrario,impuesto predial,p,pagos web,2020,2,38765019,2020-02-01
banco agrario,impuesto predial,p,pagos web,2020,3,131560053,2020-03-01
banco agrario,impuesto predial,p,pagos web,2020,4,622891,2020-04-01
banco agrario,impuesto predial,p,pagos web,2020,5,4553888,2020-05-01
banco agrario,impuesto predial,p,pagos web,2020,6,17269648,2020-06-01
banco agrario,impuesto predial,p,pagos web,2020,7,3889097,2020-07-01
banco agrario,impuesto predial,p,pagos web,2020,8,4108667,2020-08-01
banco agrario,impuesto predial,p,pagos web,2020,9,4891660,2020-09-01
banco agrario,impuesto predial,p,pagos web,2020,10,13963353,2020-10-01
banco agrario,impuesto predial,p,pagos web,2020,11,2942863,2020-11-01
banco agrario,impuesto predial,p,pagos web,2020,12,3591164,2020-12-01
banco agrario,impuesto predial,p,pagos web,2021,1,9209165,2021-01-01
banco agrario,impuesto predial,p,pagos web,2021,2,69673209,2021-02-01
banco agrario,impuesto predial,p,pagos web,2021,3,15458149,2021-03-01
banco agrario,impuesto predial,p,pagos web,2021,4,10612084,2021-04-01
banco agrario,impuesto predial,p,pagos web,2021,5,7284948,2021-05-01
banco agrario,impuesto predial,p,pagos web,2021,6,2888478,2021-06-01
banco agrario,impuesto predial,p,pagos web,2021,7,2332413,2021-07-01
banco agrario,impuesto predial,p,pagos web,2021,8,81574286,2021-08-01
banco agrario,impuesto predial,p,pagos web,2021,9,6148971,2021-09-01
banco agrario,impuesto predial,p,pagos web,2021,10,1157633,2021-10-01
banco agrario,impuesto predial,p,pagos web,2021,11,2705034,2021-11-01
banco agrario,impuesto predial,p,pagos web,2021,12,2579804,2021-12-01
banco agrario,impuesto predial,p,pagos web,2022,1,7814531,2022-01-01
banco agrario,impuesto predial,p,pagos web,2022,2,122378291,2022-02-01
banco agrario,impuesto predial,p,pagos web,2022,3,11444505,2022-03-01
