Banco,Contrato,Origen,Tipo archivo recaudo,periodo,Mes,Total recaudo,Total transacciones
avvillas,servicios,presencial,pagos presencial,2023,2,667977,32
avvillas,servicios,presencial,pagos presencial,2023,3,64270,2
avvillas,servicios,presencial,pagos presencial,2023,4,89978,8
avvillas,servicios,presencial,pagos presencial,2023,5,1523199,68
avvillas,servicios,presencial,pagos presencial,2023,6,1536053,80
avvillas,servicios,presencial,pagos presencial,2023,7,19281,1
avvillas,servicios,presencial,pagos presencial,2023,9,13399,1
"axis bank, ltd.",impuesto predial,p,pagos web,2022,6,221389,1
"axis bank, ltd.",impuesto predial,p,pagos web,2023,5,270835,1
bac international bank,impuesto predial,p,pagos web,2022,12,2501176,1
bac international bank inc,impuesto predial,p,pagos web,2023,3,1124806,2
bac international bank inc,impuesto predial,p,pagos web,2023,9,138314,2
ban100,impuesto predial,p,pagos web,2023,4,2655790,2
ban100,impuesto predial,p,pagos web,2023,7,2655767,2
ban100,impuesto predial,p,pagos web,2023,10,2655790,2
ban100,industria y comercio,p,pagos web,2023,6,726000,1
banagrario,impuesto predial,n,pagos web,2023,3,438320,2
banagrario,impuesto predial,n,pagos web,2023,5,399266,1
banagrario,impuesto predial,p,pagos web,2020,2,1464961,1
banagrario,impuesto predial,p,pagos web,2020,3,505705,1
banagrario,impuesto predial,p,pagos web,2021,2,302963,1
banagrario,impuesto predial,p,pagos web,2022,9,1660471,1
banagrario,impuesto predial,p,pagos web,2022,12,401655,1
banagrario,impuesto predial,p,pagos web,2023,6,1225588,1
banagrario,impuesto predial,p,pagos web,2023,7,2163724,1
"banca afirme, s.a.",impuesto predial,p,pagos web,2023,4,401070,1
bancaja (caja de ahorros de va,impuesto predial,p,pagos web,2022,7,355107,1
bancaja (caja de ahorros de va,impuesto predial,p,pagos web,2023,2,387280,1
bancaja (caja de ahorros de va,impuesto predial,p,pagos web,2023,8,765198,2
bancamia s.a.,facilidades,p,pagos web,2020,8,1082152,2
bancamia s.a.,facilidades,p,pagos web,2021,11,1206811,1
bancamia s.a.,facilidades,p,pagos web,2022,3,297350,2
bancamia s.a.,impuesto predial,a,pagos web,2021,11,948428,1
bancamia s.a.,impuesto predial,a,pagos web,2022,7,2046,1
bancamia s.a.,impuesto predial,a,pagos web,2022,8,316060,1
bancamia s.a.,impuesto predial,a,pagos web,2022,9,846,1
bancamia s.a.,impuesto predial,a,pagos web,2023,1,463014,1
bancamia s.a.,impuesto predial,a,pagos web,2023,2,297483,1
bancamia s.a.,impuesto predial,n,pagos web,2022,10,58381,1
bancamia s.a.,impuesto predial,n,pagos web,2022,11,50821,1
bancamia s.a.,impuesto predial,n,pagos web,2022,12,196284,1
bancamia s.a.,impuesto predial,n,pagos web,2023,2,2106069,1
bancamia s.a.,impuesto predial,n,pagos web,2023,3,161593,2
bancamia s.a.,impuesto predial,n,pagos web,2023,5,138411,1
bancamia s.a.,impuesto predial,n,pagos web,2023,6,355315,4
bancamia s.a.,impuesto predial,n,pagos web,2023,9,107862,3
bancamia s.a.,impuesto predial,p,pagos web,2020,5,173843,1
bancamia s.a.,impuesto predial,p,pagos web,2020,6,222334,1
bancamia s.a.,impuesto predial,p,pagos web,2020,7,80124,1
bancamia s.a.,impuesto predial,p,pagos web,2020,8,486261,1
bancamia s.a.,impuesto predial,p,pagos web,2020,9,216569,1
bancamia s.a.,impuesto predial,p,pagos web,2020,10,218433,1
bancamia s.a.,impuesto predial,p,pagos web,2020,11,220096,1
bancamia s.a.,impuesto predial,p,pagos web,2020,12,487267,3
bancamia s.a.,impuesto predial,p,pagos web,2021,2,492659,3
bancamia s.a.,impuesto predial,p,pagos web,2021,3,1587138,9
bancamia s.a.,impuesto predial,p,pagos web,2021,4,34906,1
bancamia s.a.,impuesto predial,p,pagos web,2021,5,449009,1
bancamia s.a.,impuesto predial,p,pagos web,2021,6,468328,2
bancamia s.a.,impuesto predial,p,pagos web,2021,8,1947427,3
bancamia s.a.,impuesto predial,p,pagos web,2021,9,3012282,7
bancamia s.a.,impuesto predial,p,pagos web,2021,11,208533,1
bancamia s.a.,impuesto predial,p,pagos web,2021,12,204745,3
bancamia s.a.,impuesto predial,p,pagos web,2022,1,3424818,1
bancamia s.a.,impuesto predial,p,pagos web,2022,2,1687043,4
bancamia s.a.,impuesto predial,p,pagos web,2022,3,195004,1
bancamia s.a.,impuesto predial,p,pagos web,2022,4,152172,2
bancamia s.a.,impuesto predial,p,pagos web,2022,5,139571,1
bancamia s.a.,impuesto predial,p,pagos web,2022,6,282848,2
bancamia s.a.,impuesto predial,p,pagos web,2022,7,664732,4
bancamia s.a.,impuesto predial,p,pagos web,2022,8,181951,1
bancamia s.a.,impuesto predial,p,pagos web,2022,9,1456236,3
bancamia s.a.,impuesto predial,p,pagos web,2022,10,683,1
bancamia s.a.,impuesto predial,p,pagos web,2022,11,116444,2
bancamia s.a.,impuesto predial,p,pagos web,2022,12,1229628,1
bancamia s.a.,impuesto predial,p,pagos web,2023,1,1582956,2
bancamia s.a.,impuesto predial,p,pagos web,2023,2,1363426,4
bancamia s.a.,impuesto predial,p,pagos web,2023,3,1379557,3
bancamia s.a.,impuesto predial,p,pagos web,2023,5,817499,2
bancamia s.a.,impuesto predial,p,pagos web,2023,6,424691,5
bancamia s.a.,impuesto predial,p,pagos web,2023,7,2570933,2
bancamia s.a.,impuesto predial,p,pagos web,2023,8,54962,2
bancamia s.a.,impuesto predial,p,pagos web,2023,9,332867,3
bancamia s.a.,impuesto predial,p,pagos web,2023,11,311447,3
bancamia s.a.,impuesto predial,p,pagos web,2023,12,119515,3
bancamia s.a.,industria y comercio,p,pagos web,2021,3,22470,1
bancamia s.a.,industria y comercio,p,pagos web,2021,4,154736,1
bancamia s.a.,industria y comercio,p,pagos web,2021,6,67188,1
bancamia s.a.,industria y comercio,p,pagos web,2021,7,22077,1
bancamia s.a.,industria y comercio,p,pagos web,2021,10,66134,1
bancamia s.a.,industria y comercio,p,pagos web,2022,4,213554,1
bancamia s.a.,industria y comercio,p,pagos web,2022,8,96643,1
bancar tecnologia co sa compan,facilidades,p,pagos web,2023,2,266552,1
bancar tecnologia co sa compan,facilidades,p,pagos web,2023,6,599797,1
bancar tecnologia co sa compan,impuesto predial,p,pagos web,2023,2,81498,1
bancar tecnologia co sa compan,impuesto predial,p,pagos web,2023,8,174487,1
bancar tecnologia co sa compan,impuesto predial,p,pagos web,2023,11,174652,1
banco agrario,circulacion y transito,a,pagos web,2021,7,34320,1
banco agrario,circulacion y transito,n,pagos web,2023,10,302309,1
banco agrario,circulacion y transito,p,pagos web,2021,7,62172,2
banco agrario,circulacion y transito,p,pagos web,2022,10,111736,1
banco agrario,circulacion y transito,p,pagos web,2023,7,112467,1
banco agrario,circulacion y transito,p,pagos web,2023,8,51071,1
banco agrario,delineación urbana,a,pagos web,2020,9,46000,1
banco agrario,facilidades,n,pagos web,2023,3,939811,1
banco agrario,facilidades,p,pagos web,2020,8,21492764,4
banco agrario,facilidades,p,pagos web,2020,9,4362273,3
banco agrario,facilidades,p,pagos web,2020,10,6425476,4
banco agrario,facilidades,p,pagos web,2021,4,606171,1
banco agrario,facilidades,p,pagos web,2021,7,606171,1
banco agrario,facilidades,p,pagos web,2021,11,422090,1
banco agrario,facilidades,p,pagos web,2021,12,880213,3
banco agrario,facilidades,p,pagos web,2022,7,343794,3
banco agrario,facilidades,p,pagos web,2022,8,114598,1
banco agrario,facilidades,p,pagos web,2023,4,732318,2
banco agrario,facilidades,p,pagos web,2023,6,2128476,3
banco agrario,impuesto predial,a,pagos web,2020,6,1506249,4
banco agrario,impuesto predial,a,pagos web,2020,7,891033,3
banco agrario,impuesto predial,a,pagos web,2020,9,965912,2
banco agrario,impuesto predial,a,pagos web,2020,12,703724,1
banco agrario,impuesto predial,a,pagos web,2021,3,726788,1
banco agrario,impuesto predial,a,pagos web,2021,4,172066,1
banco agrario,impuesto predial,a,pagos web,2022,2,715692,4
banco agrario,impuesto predial,a,pagos web,2022,6,197956,1
banco agrario,impuesto predial,a,pagos web,2022,9,400607,1
banco agrario,impuesto predial,a,pagos web,2023,3,271890,1
banco agrario,impuesto predial,a,pagos web,2023,6,978036,1
banco agrario,impuesto predial,a,pagos web,2023,11,8182,1
banco agrario,impuesto predial,a,pagos web,2023,12,213371,2
banco agrario,impuesto predial,n,pagos web,2022,10,591432,4
banco agrario,impuesto predial,n,pagos web,2022,12,2001959,3
banco agrario,impuesto predial,n,pagos web,2023,2,91059558,7
banco agrario,impuesto predial,n,pagos web,2023,3,1714284,5
banco agrario,impuesto predial,n,pagos web,2023,4,1185180,2
banco agrario,impuesto predial,n,pagos web,2023,5,311870,1
banco agrario,impuesto predial,n,pagos web,2023,7,391434,1
banco agrario,impuesto predial,n,pagos web,2023,11,39169857,1
banco agrario,impuesto predial,p,pagos web,2020,1,6429395,9
banco agrario,impuesto predial,p,pagos web,2020,2,38765019,26
banco agrario,impuesto predial,p,pagos web,2020,3,131560053,13
banco agrario,impuesto predial,p,pagos web,2020,4,622891,2
banco agrario,impuesto predial,p,pagos web,2020,5,4553888,9
banco agrario,impuesto predial,p,pagos web,2020,6,17269648,18
banco agrario,impuesto predial,p,pagos web,2020,7,3889097,7
banco agrario,impuesto predial,p,pagos web,2020,8,4108667,13
banco agrario,impuesto predial,p,pagos web,2020,9,4891660,6
banco agrario,impuesto predial,p,pagos web,2020,10,13963353,15
banco agrario,impuesto predial,p,pagos web,2020,11,2942863,9
banco agrario,impuesto predial,p,pagos web,2020,12,3591164,6
banco agrario,impuesto predial,p,pagos web,2021,1,9209165,5
banco agrario,impuesto predial,p,pagos web,2021,2,69673209,50
banco agrario,impuesto predial,p,pagos web,2021,3,15458149,24
banco agrario,impuesto predial,p,pagos web,2021,4,10612084,15
banco agrario,impuesto predial,p,pagos web,2021,5,7284948,21
banco agrario,impuesto predial,p,pagos web,2021,6,2888478,8
banco agrario,impuesto predial,p,pagos web,2021,7,2332413,5
banco agrario,impuesto predial,p,pagos web,2021,8,81574286,10
banco agrario,impuesto predial,p,pagos web,2021,9,6148971,14
banco agrario,impuesto predial,p,pagos web,2021,10,1157633,6
banco agrario,impuesto predial,p,pagos web,2021,11,2705034,7
banco agrario,impuesto predial,p,pagos web,2021,12,2579804,7
banco agrario,impuesto predial,p,pagos web,2022,1,7814531,9
banco agrario,impuesto predial,p,pagos web,2022,2,122378291,24
banco agrario,impuesto predial,p,pagos web,2022,3,11444505,16
banco agrario,impuesto predial,p,pagos web,2022,4,4430107,6
banco agrario,impuesto predial,p,pagos web,2022,5,5386958,9
banco agrario,impuesto predial,p,pagos web,2022,6,12601115,10
banco agrario,impuesto predial,p,pagos web,2022,7,5303432,6
banco agrario,impuesto predial,p,pagos web,2022,8,2902463,10
banco agrario,impuesto predial,p,pagos web,2022,9,1572552,4
banco agrario,impuesto predial,p,pagos web,2022,10,959599,4
banco agrario,impuesto predial,p,pagos web,2022,11,3646697,7
banco agrario,impuesto predial,p,pagos web,2022,12,6321908,8
banco agrario,impuesto predial,p,pagos web,2023,1,11649533,8
banco agrario,impuesto predial,p,pagos web,2023,2,15991664,23
banco agrario,impuesto predial,p,pagos web,2023,3,25074558,20
banco agrario,impuesto predial,p,pagos web,2023,4,163676,1
banco agrario,impuesto predial,p,pagos web,2023,5,13963558,11
banco agrario,impuesto predial,p,pagos web,2023,6,10349831,11
banco agrario,impuesto predial,p,pagos web,2023,7,2242552,6
banco agrario,impuesto predial,p,pagos web,2023,8,1678492,5
banco agrario,impuesto predial,p,pagos web,2023,9,4432771,4
banco agrario,impuesto predial,p,pagos web,2023,10,1012565,4
banco agrario,impuesto predial,p,pagos web,2023,11,29741629,10
banco agrario,impuesto predial,p,pagos web,2023,12,5712859,7
banco agrario,industria y comercio,n,pagos web,2022,12,81164000,2
banco agrario,industria y comercio,n,pagos web,2023,1,6256304,1
banco agrario,industria y comercio,n,pagos web,2023,3,151846000,2
banco agrario,industria y comercio,n,pagos web,2023,5,2590667,1
banco agrario,industria y comercio,n,pagos web,2023,7,198361638,4
banco agrario,industria y comercio,n,pagos web,2023,9,160864667,2
banco agrario,industria y comercio,n,pagos web,2023,10,2991291,1
banco agrario,industria y comercio,n,pagos web,2023,11,176341000,2
banco agrario,industria y comercio,n,pagos web,2023,12,107680628,2
banco agrario,industria y comercio,p,pagos web,2020,1,34116684,9
banco agrario,industria y comercio,p,pagos web,2020,2,21222142,8
banco agrario,industria y comercio,p,pagos web,2020,3,20358798,7
banco agrario,industria y comercio,p,pagos web,2020,5,2148578,2
banco agrario,industria y comercio,p,pagos web,2020,6,15110509,4
banco agrario,industria y comercio,p,pagos web,2020,7,22278170,8
banco agrario,industria y comercio,p,pagos web,2020,8,50506552,9
banco agrario,industria y comercio,p,pagos web,2020,9,37740812,8
banco agrario,industria y comercio,p,pagos web,2020,10,34380789,14
banco agrario,industria y comercio,p,pagos web,2020,11,58673492,11
banco agrario,industria y comercio,p,pagos web,2020,12,38967269,12
banco agrario,industria y comercio,p,pagos web,2021,1,3604441,9
banco agrario,industria y comercio,p,pagos web,2021,2,9091883,10
banco agrario,industria y comercio,p,pagos web,2021,3,41121076,17
banco agrario,industria y comercio,p,pagos web,2021,4,2015087,10
banco agrario,industria y comercio,p,pagos web,2021,5,172850518,19
banco agrario,industria y comercio,p,pagos web,2021,6,9632959,7
banco agrario,industria y comercio,p,pagos web,2021,7,174302498,15
banco agrario,industria y comercio,p,pagos web,2021,8,41180334,10
banco agrario,industria y comercio,p,pagos web,2021,9,78624516,16
banco agrario,industria y comercio,p,pagos web,2021,10,4953874,7
banco agrario,industria y comercio,p,pagos web,2021,11,150242798,12
banco agrario,industria y comercio,p,pagos web,2021,12,5956953,5
banco agrario,industria y comercio,p,pagos web,2022,1,46000,1
banco agrario,industria y comercio,p,pagos web,2022,3,49315000,5
banco agrario,industria y comercio,p,pagos web,2022,4,75158,1
banco agrario,industria y comercio,p,pagos web,2022,5,133915422,9
banco agrario,industria y comercio,p,pagos web,2022,7,110378501,4
banco agrario,industria y comercio,p,pagos web,2022,8,1193800,1
banco agrario,industria y comercio,p,pagos web,2022,9,137868000,5
banco agrario,industria y comercio,p,pagos web,2022,11,130469000,4
banco agrario,industria y comercio,p,pagos web,2022,12,193442000,1
banco agrario,industria y comercio,p,pagos web,2023,1,1007,1
banco agrario,industria y comercio,p,pagos web,2023,2,3157969,1
banco agrario,industria y comercio,p,pagos web,2023,3,51541000,4
banco agrario,industria y comercio,p,pagos web,2023,5,330756400,9
banco agrario,industria y comercio,p,pagos web,2023,6,1533864,1
banco agrario,industria y comercio,p,pagos web,2023,7,336496536,6
banco agrario,industria y comercio,p,pagos web,2023,8,5756639,3
banco agrario,industria y comercio,p,pagos web,2023,9,1776507464,7
banco agrario,industria y comercio,p,pagos web,2023,10,46253333,1
banco agrario,industria y comercio,p,pagos web,2023,11,220795318,7
banco agrario,industria y comercio,p,pagos web,2023,12,61838000,3
banco agrario,otros ingresos,p,pagos web,2020,2,600,2
banco agrario,otros ingresos,p,pagos web,2021,2,326,3
banco agrario,otros ingresos,p,pagos web,2022,2,210,2
banco agrario,otros ingresos,p,pagos web,2023,2,692,2
banco agrario,otros ingresos,p,pagos web,2023,6,77100,2
banco agrario,publicidad exterior visual,n,pagos web,2023,8,908000,1
banco agrario,publicidad exterior visual,p,pagos web,2020,12,508000,2
banco agrario,publicidad exterior visual,p,pagos web,2021,1,508000,2
