index,Banco,Contrato,Origen,Tipo archivo recaudo,Hora,DiaSemana,Total recaudo,Total transacciones
17068,banco falabella,impuesto predial,p,pagos web,22,5,12088635,15
17069,banco falabella,impuesto predial,p,pagos web,22,6,12572730,9
17070,banco falabella,impuesto predial,p,pagos web,23,0,16828208,23
17071,banco falabella,impuesto predial,p,pagos web,23,1,21107971,23
17072,banco falabella,impuesto predial,p,pagos web,23,2,33474746,22
17073,banco falabella,impuesto predial,p,pagos web,23,3,24754342,27
17074,banco falabella,impuesto predial,p,pagos web,23,4,9447608,9
17075,banco falabella,impuesto predial,p,pagos web,23,5,1224756,3
17076,banco falabella,impuesto predial,p,pagos web,23,6,2863687,9
17077,banco falabella,impuesto predial,w,pagos web,10,2,527790,3
17078,banco falabella,impuesto predial,w,pagos web,10,3,26111,1
17079,banco falabella,impuesto predial,w,pagos web,11,3,525248,1
17080,banco falabella,impuesto predial,w,pagos web,12,0,546721,1
17081,banco falabella,impuesto predial,w,pagos web,12,5,158636,1
17082,banco falabella,impuesto predial,w,pagos web,14,0,146362,1
17083,banco falabella,impuesto predial,w,pagos web,15,4,437537,1
17084,banco falabella,impuesto telefonico,p,pagos web,1,1,725,1
17085,banco falabella,impuesto telefonico,p,pagos web,8,4,37321,1
17086,banco falabella,impuesto telefonico,p,pagos web,11,2,120539,1
17087,banco falabella,impuesto telefonico,p,pagos web,12,3,5483,1
17088,banco falabella,impuesto telefonico,p,pagos web,15,3,4997,1
17089,banco falabella,impuesto telefonico,p,pagos web,19,4,11272,1
17090,banco falabella,industria y comercio,a,pagos web,0,1,173724,1
17091,banco falabella,industria y comercio,a,pagos web,8,2,82800,1
17092,banco falabella,industria y comercio,a,pagos web,8,5,602541,2
17093,banco falabella,industria y comercio,a,pagos web,9,0,120406,1
17094,banco falabella,industria y comercio,a,pagos web,9,1,387466,1
17095,banco falabella,industria y comercio,a,pagos web,9,5,156461,2
17096,banco falabella,industria y comercio,a,pagos web,10,1,83649,1
17097,banco falabella,industria y comercio,a,pagos web,10,3,1853942,1
17098,banco falabella,industria y comercio,a,pagos web,10,5,1166207,1
17099,banco falabella,industria y comercio,a,pagos web,11,1,196021,2
17100,banco falabella,industria y comercio,a,pagos web,11,4,255028,1
17101,banco falabella,industria y comercio,a,pagos web,11,5,36000,1
17102,banco falabella,industria y comercio,a,pagos web,12,3,42418,1
17103,banco falabella,industria y comercio,a,pagos web,12,4,72649,1
17104,banco falabella,industria y comercio,a,pagos web,12,5,739289,1
17105,banco falabella,industria y comercio,a,pagos web,13,2,346561,1
17106,banco falabella,industria y comercio,a,pagos web,13,3,137584,2
17107,banco falabella,industria y comercio,a,pagos web,14,0,36000,1
17108,banco falabella,industria y comercio,a,pagos web,14,3,238690,2
17109,banco falabella,industria y comercio,a,pagos web,14,4,229915,1
17110,banco falabella,industria y comercio,a,pagos web,15,1,36000,1
17111,banco falabella,industria y comercio,a,pagos web,15,2,2761707,3
17112,banco falabella,industria y comercio,a,pagos web,16,1,159100,1
17113,banco falabella,industria y comercio,a,pagos web,16,2,489455,1
17114,banco falabella,industria y comercio,a,pagos web,16,3,214611,1
17115,banco falabella,industria y comercio,a,pagos web,16,4,9007860,1
17116,banco falabella,industria y comercio,a,pagos web,17,0,72000,2
17117,banco falabella,industria y comercio,a,pagos web,17,1,41400,1
17118,banco falabella,industria y comercio,a,pagos web,17,3,321450,1
17119,banco falabella,industria y comercio,a,pagos web,18,0,247182,1
17120,banco falabella,industria y comercio,a,pagos web,18,6,682794,1
17121,banco falabella,industria y comercio,a,pagos web,19,0,257251,1
17122,banco falabella,industria y comercio,a,pagos web,20,0,77400,2
17123,banco falabella,industria y comercio,a,pagos web,20,1,1998456,1
17124,banco falabella,industria y comercio,a,pagos web,20,4,83600,1
17125,banco falabella,industria y comercio,a,pagos web,21,0,686989,2
17126,banco falabella,industria y comercio,a,pagos web,21,1,49391,1
17127,banco falabella,industria y comercio,a,pagos web,21,4,1133825,1
17128,banco falabella,industria y comercio,a,pagos web,22,4,48000,1
17129,banco falabella,industria y comercio,a,pagos web,22,6,255099,1
17130,banco falabella,industria y comercio,a,pagos web,23,4,322155,2
17131,banco falabella,industria y comercio,n,pagos web,0,3,7667,1
17132,banco falabella,industria y comercio,n,pagos web,0,4,75943,1
17133,banco falabella,industria y comercio,n,pagos web,6,1,2368477,1
17134,banco falabella,industria y comercio,n,pagos web,7,0,353001,1
17135,banco falabella,industria y comercio,n,pagos web,8,1,267704,1
17136,banco falabella,industria y comercio,n,pagos web,8,2,4701669,1
17137,banco falabella,industria y comercio,n,pagos web,8,3,1733058,3
17138,banco falabella,industria y comercio,n,pagos web,8,5,2747001,1
17139,banco falabella,industria y comercio,n,pagos web,9,0,2252367,4
17140,banco falabella,industria y comercio,n,pagos web,9,1,1231616,2
17141,banco falabella,industria y comercio,n,pagos web,9,2,7704328,2
17142,banco falabella,industria y comercio,n,pagos web,9,3,3343602,1
17143,banco falabella,industria y comercio,n,pagos web,10,0,7361150,1
17144,banco falabella,industria y comercio,n,pagos web,10,2,30330448,5
17145,banco falabella,industria y comercio,n,pagos web,10,4,1494469,2
17146,banco falabella,industria y comercio,n,pagos web,10,5,2281477,2
17147,banco falabella,industria y comercio,n,pagos web,10,6,219544,2
17148,banco falabella,industria y comercio,n,pagos web,11,0,827512,2
17149,banco falabella,industria y comercio,n,pagos web,11,1,7536004,3
17150,banco falabella,industria y comercio,n,pagos web,11,2,3365825,1
17151,banco falabella,industria y comercio,n,pagos web,11,3,50848,1
17152,banco falabella,industria y comercio,n,pagos web,12,0,2052290,3
17153,banco falabella,industria y comercio,n,pagos web,12,1,740000,1
17154,banco falabella,industria y comercio,n,pagos web,12,2,696439,1
17155,banco falabella,industria y comercio,n,pagos web,12,5,151973,1
17156,banco falabella,industria y comercio,n,pagos web,13,0,13043678,2
17157,banco falabella,industria y comercio,n,pagos web,13,2,1787965,3
17158,banco falabella,industria y comercio,n,pagos web,14,0,4680242,2
17159,banco falabella,industria y comercio,n,pagos web,14,1,7553818,4
17160,banco falabella,industria y comercio,n,pagos web,14,2,760112,1
17161,banco falabella,industria y comercio,n,pagos web,14,4,15539811,4
17162,banco falabella,industria y comercio,n,pagos web,15,0,1035763,1
17163,banco falabella,industria y comercio,n,pagos web,15,1,7079538,3
17164,banco falabella,industria y comercio,n,pagos web,15,2,379518,1
17165,banco falabella,industria y comercio,n,pagos web,15,4,417328,1
17166,banco falabella,industria y comercio,n,pagos web,16,0,4874327,1
17167,banco falabella,industria y comercio,n,pagos web,16,1,1612225,2
17168,banco falabella,industria y comercio,n,pagos web,16,2,5132334,7
17169,banco falabella,industria y comercio,n,pagos web,16,3,13656587,3
17170,banco falabella,industria y comercio,n,pagos web,16,4,1133712,3
17171,banco falabella,industria y comercio,n,pagos web,16,5,290621,1
17172,banco falabella,industria y comercio,n,pagos web,17,0,1419001,1
17173,banco falabella,industria y comercio,n,pagos web,17,1,6614725,2
17174,banco falabella,industria y comercio,n,pagos web,17,2,3706157,3
17175,banco falabella,industria y comercio,n,pagos web,17,3,1761645,3
17176,banco falabella,industria y comercio,n,pagos web,17,4,388365,2
17177,banco falabella,industria y comercio,n,pagos web,18,0,661056,1
17178,banco falabella,industria y comercio,n,pagos web,18,3,517522,1
17179,banco falabella,industria y comercio,n,pagos web,18,4,2718614,1
17180,banco falabella,industria y comercio,n,pagos web,19,1,1434957,3
17181,banco falabella,industria y comercio,n,pagos web,19,2,1509022,1
17182,banco falabella,industria y comercio,n,pagos web,19,4,1030654,2
17183,banco falabella,industria y comercio,n,pagos web,19,6,4757389,1
17184,banco falabella,industria y comercio,n,pagos web,20,2,195407,2
17185,banco falabella,industria y comercio,n,pagos web,20,3,5508757,2
17186,banco falabella,industria y comercio,n,pagos web,21,0,1130476,2
17187,banco falabella,industria y comercio,n,pagos web,21,2,1000160,1
17188,banco falabella,industria y comercio,n,pagos web,21,3,219642,1
17189,banco falabella,industria y comercio,n,pagos web,21,6,1238104,1
17190,banco falabella,industria y comercio,n,pagos web,22,1,9503116,3
17191,banco falabella,industria y comercio,n,pagos web,22,2,4581449,1
17192,banco falabella,industria y comercio,n,pagos web,22,3,547241,1
17193,banco falabella,industria y comercio,n,pagos web,23,4,508398,1
17194,banco falabella,industria y comercio,p,pagos web,0,3,86849,1
17195,banco falabella,industria y comercio,p,pagos web,1,2,86849,1
17196,banco falabella,industria y comercio,p,pagos web,1,3,594739,1
17197,banco falabella,industria y comercio,p,pagos web,1,4,219642,1
17198,banco falabella,industria y comercio,p,pagos web,2,2,303715,2
17199,banco falabella,industria y comercio,p,pagos web,2,4,100404,1
17200,banco falabella,industria y comercio,p,pagos web,2,5,36000,1
17201,banco falabella,industria y comercio,p,pagos web,3,4,48000,1
17202,banco falabella,industria y comercio,p,pagos web,4,3,79301,1
17203,banco falabella,industria y comercio,p,pagos web,5,2,147404,1
17204,banco falabella,industria y comercio,p,pagos web,5,3,36044,1
17205,banco falabella,industria y comercio,p,pagos web,5,6,533356,1
17206,banco falabella,industria y comercio,p,pagos web,6,1,3156293,3
17207,banco falabella,industria y comercio,p,pagos web,6,2,898076,3
17208,banco falabella,industria y comercio,p,pagos web,6,3,1582334,1
17209,banco falabella,industria y comercio,p,pagos web,6,4,795321,2
17210,banco falabella,industria y comercio,p,pagos web,6,5,719886,1
17211,banco falabella,industria y comercio,p,pagos web,6,6,806745,1
17212,banco falabella,industria y comercio,p,pagos web,7,1,2632820,7
17213,banco falabella,industria y comercio,p,pagos web,7,2,3269188,7
17214,banco falabella,industria y comercio,p,pagos web,7,3,36000,1
17215,banco falabella,industria y comercio,p,pagos web,7,4,9882497,6
17216,banco falabella,industria y comercio,p,pagos web,7,5,4135440,1
17217,banco falabella,industria y comercio,p,pagos web,7,6,438934,1
17218,banco falabella,industria y comercio,p,pagos web,8,0,8320265,7
17219,banco falabella,industria y comercio,p,pagos web,8,1,7146860,11
17220,banco falabella,industria y comercio,p,pagos web,8,2,10476366,10
17221,banco falabella,industria y comercio,p,pagos web,8,3,9642549,7
17222,banco falabella,industria y comercio,p,pagos web,8,4,11235336,7
17223,banco falabella,industria y comercio,p,pagos web,8,5,113620,2
17224,banco falabella,industria y comercio,p,pagos web,9,0,8848350,18
17225,banco falabella,industria y comercio,p,pagos web,9,1,7051871,11
17226,banco falabella,industria y comercio,p,pagos web,9,2,12163335,16
17227,banco falabella,industria y comercio,p,pagos web,9,3,8019671,12
17228,banco falabella,industria y comercio,p,pagos web,9,4,4944558,10
17229,banco falabella,industria y comercio,p,pagos web,9,5,23593036,6
17230,banco falabella,industria y comercio,p,pagos web,10,0,25362672,10
17231,banco falabella,industria y comercio,p,pagos web,10,1,6835505,11
17232,banco falabella,industria y comercio,p,pagos web,10,2,23806294,16
17233,banco falabella,industria y comercio,p,pagos web,10,3,1387122,6
17234,banco falabella,industria y comercio,p,pagos web,10,4,14239004,16
17235,banco falabella,industria y comercio,p,pagos web,10,5,288564,4
17236,banco falabella,industria y comercio,p,pagos web,10,6,204300,2
17237,banco falabella,industria y comercio,p,pagos web,11,0,5388302,9
17238,banco falabella,industria y comercio,p,pagos web,11,1,6682366,10
17239,banco falabella,industria y comercio,p,pagos web,11,2,13577467,19
17240,banco falabella,industria y comercio,p,pagos web,11,3,23779366,18
17241,banco falabella,industria y comercio,p,pagos web,11,4,12276037,16
17242,banco falabella,industria y comercio,p,pagos web,11,6,1010454,4
17243,banco falabella,industria y comercio,p,pagos web,12,0,6227289,8
17244,banco falabella,industria y comercio,p,pagos web,12,1,19136045,14
17245,banco falabella,industria y comercio,p,pagos web,12,2,9201491,16
17246,banco falabella,industria y comercio,p,pagos web,12,3,5674484,12
17247,banco falabella,industria y comercio,p,pagos web,12,4,27679022,9
17248,banco falabella,industria y comercio,p,pagos web,12,5,1489303,5
17249,banco falabella,industria y comercio,p,pagos web,12,6,425280,2
17250,banco falabella,industria y comercio,p,pagos web,13,0,11615830,9
17251,banco falabella,industria y comercio,p,pagos web,13,1,10458994,13
17252,banco falabella,industria y comercio,p,pagos web,13,2,12873717,12
17253,banco falabella,industria y comercio,p,pagos web,13,3,11714435,15
17254,banco falabella,industria y comercio,p,pagos web,13,4,6911260,9
17255,banco falabella,industria y comercio,p,pagos web,13,5,7121048,7
17256,banco falabella,industria y comercio,p,pagos web,13,6,976648,1
17257,banco falabella,industria y comercio,p,pagos web,14,0,8894899,12
17258,banco falabella,industria y comercio,p,pagos web,14,1,9800416,9
17259,banco falabella,industria y comercio,p,pagos web,14,2,23952292,16
17260,banco falabella,industria y comercio,p,pagos web,14,3,6392928,12
17261,banco falabella,industria y comercio,p,pagos web,14,4,6832795,15
17262,banco falabella,industria y comercio,p,pagos web,14,5,279543,3
17263,banco falabella,industria y comercio,p,pagos web,14,6,216178,3
17264,banco falabella,industria y comercio,p,pagos web,15,0,4179299,16
17265,banco falabella,industria y comercio,p,pagos web,15,1,13416234,9
17266,banco falabella,industria y comercio,p,pagos web,15,2,16365170,13
17267,banco falabella,industria y comercio,p,pagos web,15,3,10026996,11
17268,banco falabella,industria y comercio,p,pagos web,15,4,5478481,12
17269,banco falabella,industria y comercio,p,pagos web,15,5,4446733,2
17270,banco falabella,industria y comercio,p,pagos web,16,0,8061073,10
17271,banco falabella,industria y comercio,p,pagos web,16,1,21371322,16
17272,banco falabella,industria y comercio,p,pagos web,16,2,5424509,13
17273,banco falabella,industria y comercio,p,pagos web,16,3,15302417,9
17274,banco falabella,industria y comercio,p,pagos web,16,4,9964498,9
17275,banco falabella,industria y comercio,p,pagos web,16,5,556183,3
17276,banco falabella,industria y comercio,p,pagos web,16,6,814980,2
17277,banco falabella,industria y comercio,p,pagos web,17,0,4381858,13
17278,banco falabella,industria y comercio,p,pagos web,17,1,2869300,11
17279,banco falabella,industria y comercio,p,pagos web,17,2,14033874,13
17280,banco falabella,industria y comercio,p,pagos web,17,3,7090332,8
17281,banco falabella,industria y comercio,p,pagos web,17,4,2043342,7
17282,banco falabella,industria y comercio,p,pagos web,17,6,82923,1
17283,banco falabella,industria y comercio,p,pagos web,18,0,4155025,7
17284,banco falabella,industria y comercio,p,pagos web,18,1,6356232,12
17285,banco falabella,industria y comercio,p,pagos web,18,2,9986914,10
17286,banco falabella,industria y comercio,p,pagos web,18,3,6364895,9
17287,banco falabella,industria y comercio,p,pagos web,18,4,2493869,6
17288,banco falabella,industria y comercio,p,pagos web,18,5,720545,1
17289,banco falabella,industria y comercio,p,pagos web,19,0,1793548,7
17290,banco falabella,industria y comercio,p,pagos web,19,1,2247189,6
17291,banco falabella,industria y comercio,p,pagos web,19,2,1995222,6
17292,banco falabella,industria y comercio,p,pagos web,19,3,5239077,6
17293,banco falabella,industria y comercio,p,pagos web,19,4,2671869,4
17294,banco falabella,industria y comercio,p,pagos web,19,5,32200,1
17295,banco falabella,industria y comercio,p,pagos web,19,6,461169,2
17296,banco falabella,industria y comercio,p,pagos web,20,0,8301102,8
17297,banco falabella,industria y comercio,p,pagos web,20,1,4791951,9
17298,banco falabella,industria y comercio,p,pagos web,20,2,10123336,14
17299,banco falabella,industria y comercio,p,pagos web,20,3,391496,4
17300,banco falabella,industria y comercio,p,pagos web,20,4,4458949,7
17301,banco falabella,industria y comercio,p,pagos web,20,5,226446,1
17302,banco falabella,industria y comercio,p,pagos web,20,6,2384659,5
17303,banco falabella,industria y comercio,p,pagos web,21,0,4368854,7
17304,banco falabella,industria y comercio,p,pagos web,21,1,16135125,11
17305,banco falabella,industria y comercio,p,pagos web,21,2,1776625,13
17306,banco falabella,industria y comercio,p,pagos web,21,3,585452,2
17307,banco falabella,industria y comercio,p,pagos web,21,4,1413006,5
17308,banco falabella,industria y comercio,p,pagos web,21,5,1827673,2
17309,banco falabella,industria y comercio,p,pagos web,21,6,2472574,4
17310,banco falabella,industria y comercio,p,pagos web,22,0,3066723,3
17311,banco falabella,industria y comercio,p,pagos web,22,1,1006606,7
17312,banco falabella,industria y comercio,p,pagos web,22,2,2088063,4
