Banco,Contrato,Origen,Hora,Tipo archivo recaudo,Cuenta
bancolombia cayman,impuesto predial,a,7,pagos web,1
bancolombia cayman,impuesto predial,a,14,pagos web,1
bancolombia cayman,impuesto predial,a,21,pagos web,1
bancolombia cayman,impuesto predial,n,8,pagos web,1
bancolombia cayman,impuesto predial,n,9,pagos web,1
bancolombia cayman,impuesto predial,n,10,pagos web,1
bancolombia cayman,impuesto predial,n,18,pagos web,1
bancolombia cayman,impuesto predial,n,19,pagos web,1
bancolombia - botón bancolombi,servicios,n,4,pagos web,1
bancolombia - botón bancolombi,servicios,n,2,pagos web,1
bancolombia - botón bancolombi,retencion ica,p,8,pagos web,1
bancolombia - botón bancolombi,retencion ica,p,5,pagos web,1
confiar cooperativa financiera,circulacion y transito,p,10,pagos web,1
confiar cooperativa financiera,circulacion y transito,p,7,pagos web,1
confiar cooperativa financiera,aprov.esp.pub,n,21,pagos web,1
confiar cooperativa financiera,aprov.esp.pub,n,12,pagos web,1
bancolombia - botón bancolombi,rentas contractuales,n,1,pagos web,1
confiar cooperativa financiera,alumbrado publico,p,21,pagos web,1
confiar cooperativa financiera,alumbrado publico,p,20,pagos web,1
bancolombia - botón bancolombi,retencion ica,n,10,pagos web,1
bancolombia - botón bancolombi,retencion ica,n,13,pagos web,1
confiar cooperativa financiera,alumbrado publico,p,8,pagos web,1
confiar cooperativa financiera,alumbrado publico,n,15,pagos web,1
confiar,sobretasa a la gasolina,presencial,15,pagos presencial,1
confiar,servicios,presencial,16,pagos presencial,1
confiar,servicios,presencial,15,pagos presencial,1
bancolombia - botón bancolombi,retencion ica,n,16,pagos web,1
bancolombia - botón bancolombi,retencion ica,n,19,pagos web,1
confiar,servicios,presencial,10,pagos presencial,1
bancolombia - botón bancolombi,retencion ica,n,21,pagos web,1
bancolombia - botón bancolombi,retencion ica,p,0,pagos web,1
bancolombia cayman,impuesto predial,p,6,pagos web,1
bancolombia cayman,impuesto predial,p,22,pagos web,1
bancolombia cayman,industria y comercio,p,9,pagos web,1
bancolombia s.a.,circulacion y transito,a,11,pagos web,1
bancolombia s.a.,circulacion y transito,a,17,pagos web,1
confiar,industria y comercio,presencial,7,pagos presencial,1
confiar,impuesto telefonico,presencial,15,pagos presencial,1
confiar,impuesto telefonico,presencial,11,pagos presencial,1
confiar,impuesto telefonico,presencial,10,pagos presencial,1
confiar,impuesto telefonico,presencial,9,pagos presencial,1
confiar,impuesto telefonico,presencial,8,pagos presencial,1
bancolombia s.a.,circulacion y transito,a,21,pagos web,1
bancolombia s.a.,circulacion y transito,n,7,pagos web,1
bancolombia s.a.,circulacion y transito,n,16,pagos web,1
bancolombia s.a.,circulacion y transito,n,19,pagos web,1
bancolombia s.a.,circulacion y transito,p,4,pagos web,1
confiar,delineación urbana,presencial,17,pagos presencial,1
bancolombia s.a.,delineación urbana,n,8,pagos web,1
bancolombia s.a.,delineación urbana,n,9,pagos web,1
bancolombia s.a.,delineación urbana,n,10,pagos web,1
confiar,delineación urbana,presencial,12,pagos presencial,1
bancolombia s.a.,delineación urbana,n,15,pagos web,1
bancolombia s.a.,delineación urbana,n,19,pagos web,1
bancolombia s.a.,circulacion y transito,a,13,pagos web,1
bancolombia s.a.,circulacion y transito,a,6,pagos web,1
confiar,pot.,presencial,12,pagos presencial,1
bancolombia s.a.,aprov.esp.pub,p,20,pagos web,1
bancolombia s.a.,alumbrado publico,a,12,pagos web,1
bancolombia s.a.,alumbrado publico,a,21,pagos web,1
bancolombia s.a.,alumbrado publico,n,0,pagos web,1
confiar,otros ingresos,presencial,15,pagos presencial,1
confiar,otros ingresos,presencial,14,pagos presencial,1
bancolombia s.a.,alumbrado publico,n,7,pagos web,1
bancolombia s.a.,alumbrado publico,p,23,pagos web,1
bancolombia s.a.,aprov.esp.pub,n,6,pagos web,1
bancolombia s.a.,aprov.esp.pub,n,7,pagos web,1
confiar,movilidad,presencial,11,pagos presencial,1
confiar,movilidad,presencial,9,pagos presencial,1
bancolombia s.a.,aprov.esp.pub,n,21,pagos web,1
bancolombia s.a.,aprov.esp.pub,p,8,pagos web,1
bancolombia s.a.,aprov.esp.pub,p,9,pagos web,1
bancolombia s.a.,aprov.esp.pub,p,10,pagos web,1
bancolombia s.a.,aprov.esp.pub,p,13,pagos web,1
bancolombia s.a.,aprov.esp.pub,p,16,pagos web,1
bancolombia s.a.,aprov.esp.pub,p,17,pagos web,1
bancolombia s.a.,aprov.esp.pub,p,19,pagos web,1
bancolombia s.a.,rentas contractuales,p,23,pagos web,1
bancolombia s.a.,retencion ica,n,8,pagos web,1
bancolombia s.a.,retencion ica,n,13,pagos web,1
bancomer,impuesto predial,p,12,pagos web,1
bancolombia s.a.- nequi,servicios,n,10,pagos web,1
coltefinanciera,industria y comercio,p,11,pagos web,1
bancomer,facilidades,p,23,pagos web,1
coltefinanciera,industria y comercio,p,9,pagos web,1
bancomer,impuesto predial,n,11,pagos web,1
coltefinanciera,industria y comercio,n,16,pagos web,1
coltefinanciera,industria y comercio,n,9,pagos web,1
coltefinanciera,industria y comercio,n,7,pagos web,1
bancomer,impuesto predial,p,9,pagos web,1
bancomer,impuesto predial,p,20,pagos web,1
commonwealth bank of australia,impuesto predial,n,23,pagos web,1
bancomer,impuesto predial,p,21,pagos web,1
bancomer,industria y comercio,p,9,pagos web,1
bancoomeva,facilidades,p,11,pagos web,1
bancoomeva,facilidades,p,15,pagos web,1
bancoomeva,facilidades,p,16,pagos web,1
bancoomeva,facilidades,p,17,pagos web,1
bancoomeva,facilidades,p,18,pagos web,1
bancoomeva,impuesto predial,a,11,pagos web,1
bancoomeva,impuesto predial,a,16,pagos web,1
bancolombia s.a.- nequi,rentas contractuales,p,22,pagos web,1
coltefinanciera,industria y comercio,p,14,pagos web,1
bancolombia s.a.- nequi,rentas contractuales,p,13,pagos web,1
coltefinanciera,industria y comercio,p,19,pagos web,1
commonwealth bank of australia,impuesto predial,n,7,pagos web,1
commerzbank ag,impuesto predial,p,6,pagos web,1
commercial bank of qatar (q.s.,impuesto predial,p,14,pagos web,1
commercial bank of qatar (q.s.,impuesto predial,p,9,pagos web,1
commercial bank of qatar (q.s.,impuesto predial,p,8,pagos web,1
commercial bank of qatar (q.s.,impuesto predial,p,0,pagos web,1
comdirect bank ag,impuesto predial,p,4,pagos web,1
columbia state bank,industria y comercio,n,10,pagos web,1
coltefinanciera,retencion ica,n,12,pagos web,1
coltefinanciera,publicidad exterior visual,p,22,pagos web,1
coltefinanciera,publicidad exterior visual,p,19,pagos web,1
coltefinanciera,publicidad exterior visual,p,18,pagos web,1
coltefinanciera,publicidad exterior visual,p,16,pagos web,1
bancolombia s.a.- nequi,ingresos no tributarios,n,13,pagos web,1
coltefinanciera,publicidad exterior visual,p,12,pagos web,1
bancolombia s.a.- nequi,ingresos no tributarios,p,7,pagos web,1
coltefinanciera,publicidad exterior visual,p,10,pagos web,1
bancolombia s.a.- nequi,ingresos no tributarios,p,11,pagos web,1
coltefinanciera,industria y comercio,p,22,pagos web,1
bancoomeva,impuesto predial,p,17,pagos web,1
bancoomeva,industria y comercio,p,6,pagos web,1
coltefinanciera,impuesto predial,p,7,pagos web,1
colpatria,servicios,presencial,8,pagos presencial,1
colpatria,retencion ica,presencial,15,pagos presencial,1
colpatria,retencion ica,presencial,11,pagos presencial,1
colpatria,retencion ica,presencial,9,pagos presencial,1
colpatria,retencion ica,presencial,8,pagos presencial,1
bancoomeva s.a.,facilidades,p,18,pagos web,1
bancoomeva s.a.,facilidades,p,19,pagos web,1
bancoomeva s.a.,facilidades,p,20,pagos web,1
bancoomeva s.a.,facilidades,p,22,pagos web,1
bancoomeva s.a.,impuesto predial,a,14,pagos web,1
colpatria,rentas contractuales,presencial,9,pagos presencial,1
colpatria,rentas contractuales,presencial,8,pagos presencial,1
bancoomeva s.a.,impuesto predial,a,16,pagos web,1
colpatria,rendimientos financieros y recursos no ejecutados,presencial,9,pagos presencial,1
colpatria,recursos fonset,presencial,16,pagos presencial,1
bancoomeva s.a.,impuesto predial,n,18,pagos web,1
bancoomeva s.a.,impuesto predial,n,21,pagos web,1
bancoomeva s.a.,impuesto predial,p,1,pagos web,1
bancoomeva s.a.,impuesto predial,p,2,pagos web,1
colpatria,publicidad exterior visual,presencial,11,pagos presencial,1
colpatria,retencion ica,presencial,17,pagos presencial,1
colpatria,servicios,presencial,9,pagos presencial,1
coltefinanciera,impuesto predial,p,5,pagos web,1
colpatria,servicios,presencial,10,pagos presencial,1
coltefinanciera,impuesto predial,n,16,pagos web,1
coltefinanciera,impuesto predial,n,13,pagos web,1
coltefinanciera,impuesto predial,n,11,pagos web,1
coltefinanciera,impuesto predial,n,10,pagos web,1
bancoomeva,industria y comercio,p,9,pagos web,1
coltefinanciera,facilidades,p,17,pagos web,1
coltefinanciera,facilidades,p,16,pagos web,1
coltefinanciera,facilidades,p,15,pagos web,1
bancoomeva,industria y comercio,p,17,pagos web,1
bancoomeva,industria y comercio,p,18,pagos web,1
bancoomeva,industria y comercio,p,20,pagos web,1
coltefinanciera,circulacion y transito,p,11,pagos web,1
bancoomeva s.a.,alumbrado publico,n,19,pagos web,1
bancoomeva s.a.,aprov.esp.pub,n,9,pagos web,1
colpatria,servicios,presencial,16,pagos presencial,1
bancoomeva s.a.,delineación urbana,p,10,pagos web,1
bancoomeva s.a.,facilidades,a,10,pagos web,1
bancoomeva s.a.,facilidades,a,19,pagos web,1
bancoomeva s.a.,facilidades,p,12,pagos web,1
commonwealth bank of australia,impuesto predial,n,20,pagos web,1
commonwealth bank of australia,impuesto predial,p,0,pagos web,1
bancolombia s.a.,retencion ica,p,7,pagos web,1
compania de financiamiento tuy,facilidades,n,21,pagos web,1
bancolombia s.a.- nequi,facilidades,n,12,pagos web,1
bancolombia s.a.- nequi,facilidades,n,19,pagos web,1
bancolombia s.a.- nequi,facilidades,n,20,pagos web,1
bancolombia s.a.- nequi,facilidades,n,21,pagos web,1
bancolombia s.a.- nequi,facilidades,p,7,pagos web,1
bancolombia s.a.- nequi,facilidades,p,8,pagos web,1
compania de financiamiento tuy,facilidades,p,5,pagos web,1
bancolombia s.a.- nequi,facilidades,p,14,pagos web,1
bancolombia s.a.- nequi,facilidades,p,23,pagos web,1
compania de financiamiento tuy,facilidades,n,19,pagos web,1
commonwealth bank of australia,impuesto predial,p,1,pagos web,1
compania de financiamiento tuy,facilidades,n,18,pagos web,1
bancolombia s.a.- nequi,impuesto predial,a,4,pagos web,1
bancolombia s.a.- nequi,impuesto predial,a,6,pagos web,1
bancolombia s.a.- nequi,impuesto predial,n,6,pagos web,1
compania de financiamiento tuy,facilidades,n,7,pagos web,1
compania de financiamiento tuy,facilidades,n,6,pagos web,1
compania de financiamiento tuy,facilidades,a,23,pagos web,1
compania de financiamiento tuy,facilidades,a,22,pagos web,1
bancolombia s.a.- nequi,industria y comercio,a,7,pagos web,1
bancolombia s.a.- nequi,facilidades,n,9,pagos web,1
bancolombia s.a.- nequi,delineación urbana,p,14,pagos web,1
bancolombia s.a.- nequi,circulacion y transito,p,18,pagos web,1
bancolombia s.a.- nequi,circulacion y transito,p,14,pagos web,1
bancolombia s.a.,servicios,n,6,pagos web,1
compania de financiamiento tuy,impuesto predial,n,4,pagos web,1
compania de financiamiento tuy,impuesto predial,a,23,pagos web,1
bancolombia s.a.,servicios,n,20,pagos web,1
bancolombia s.a.,servicios,n,21,pagos web,1
bancolombia s.a.,servicios,n,22,pagos web,1
bancolombia s.a.,servicios,n,23,pagos web,1
bancolombia s.a.,servicios,p,17,pagos web,1
bancolombia s.a.,servicios,p,20,pagos web,1
bancolombia s.a.- nequi,alumbrado publico,n,8,pagos web,1
bancolombia s.a.- nequi,alumbrado publico,p,10,pagos web,1
bancolombia s.a.- nequi,alumbrado publico,p,13,pagos web,1
bancolombia s.a.- nequi,alumbrado publico,p,15,pagos web,1
bancolombia s.a.- nequi,alumbrado publico,p,16,pagos web,1
bancolombia s.a.- nequi,alumbrado publico,p,19,pagos web,1
bancolombia s.a.- nequi,aprov.esp.pub,p,8,pagos web,1
bancolombia s.a.- nequi,aprov.esp.pub,p,14,pagos web,1
bancolombia s.a.- nequi,aprov.esp.pub,p,22,pagos web,1
bancolombia s.a.- nequi,circulacion y transito,n,20,pagos web,1
compania de financiamiento tuy,facilidades,a,20,pagos web,1
compania de financiamiento tuy,facilidades,a,19,pagos web,1
compania de financiamiento tuy,facilidades,a,15,pagos web,1
compania de financiamiento tuy,aprov.esp.pub,n,15,pagos web,1
compania de financiamiento tuy,aprov.esp.pub,n,0,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,22,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,21,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,15,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,14,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,11,pagos web,1
bancolombia s.a.- nequi,industria y comercio,n,14,pagos web,1
compania de financiamiento tuy,alumbrado publico,p,7,pagos web,1
bancolombia s.a.- nequi,industria y comercio,n,16,pagos web,1
community federal savings bank,impuesto predial,p,18,pagos web,1
community federal savings bank,impuesto predial,p,17,pagos web,1
community federal savings bank,impuesto predial,p,10,pagos web,1
bancolombia s.a.- nequi,industria y comercio,n,18,pagos web,1
bancolombia s.a.- nequi,industria y comercio,n,19,pagos web,1
bancolombia s.a.- nequi,industria y comercio,n,20,pagos web,1
bancolombia s.a.- nequi,industria y comercio,p,0,pagos web,1
commonwealth bank of australia,impuesto predial,p,16,pagos web,1
commonwealth bank of australia,impuesto predial,p,5,pagos web,1
commonwealth bank of australia,impuesto predial,p,4,pagos web,1
compania de financiamiento tuy,aprov.esp.pub,n,1,pagos web,1
compania de financiamiento tuy,aprov.esp.pub,p,12,pagos web,1
bancolombia s.a.- nequi,industria y comercio,a,8,pagos web,1
bancolombia s.a.- nequi,industria y comercio,n,11,pagos web,1
compania de financiamiento tuy,facilidades,a,12,pagos web,1
bancolombia s.a.- nequi,industria y comercio,a,14,pagos web,1
compania de financiamiento tuy,facilidades,a,7,pagos web,1
bancolombia s.a.- nequi,industria y comercio,a,17,pagos web,1
compania de financiamiento tuy,delineación urbana,p,12,pagos web,1
compania de financiamiento tuy,delineación urbana,p,11,pagos web,1
compania de financiamiento tuy,delineación urbana,p,10,pagos web,1
compania de financiamiento tuy,delineación urbana,a,9,pagos web,1
compania de financiamiento tuy,circulacion y transito,p,21,pagos web,1
bancolombia s.a.- nequi,industria y comercio,a,19,pagos web,1
compania de financiamiento tuy,circulacion y transito,p,18,pagos web,1
bancolombia s.a.- nequi,industria y comercio,n,8,pagos web,1
compania de financiamiento tuy,circulacion y transito,p,14,pagos web,1
compania de financiamiento tuy,circulacion y transito,p,12,pagos web,1
bancolombia s.a.- nequi,industria y comercio,n,9,pagos web,1
compania de financiamiento tuy,circulacion y transito,p,10,pagos web,1
compania de financiamiento tuy,circulacion y transito,p,8,pagos web,1
compania de financiamiento tuy,circulacion y transito,n,9,pagos web,1
compania de financiamiento tuy,aprov.esp.pub,p,23,pagos web,1
confiar cooperativa financiera,circulacion y transito,p,14,pagos web,1
confiar cooperativa financiera,facilidades,n,15,pagos web,1
bancocajasocial,rentas contractuales,presencial,1,pagos presencial,1
bancolombia,recursos fonset,n,10,pagos web,1
bancolombia,publicidad exterior visual,p,3,pagos web,1
bancolombia,publicidad exterior visual,presencial,7,pagos presencial,1
cotrafa,impuesto predial,a,9,pagos web,1
bancolombia,publicidad exterior visual,presencial,19,pagos presencial,1
cotrafa,facilidades,p,13,pagos web,1
bancolombia,publicidad exterior visual,presencial,22,pagos presencial,1
cotrafa,facilidades,p,9,pagos web,1
cotrafa,facilidades,p,8,pagos web,1
bancolombia,recursos fonset,n,8,pagos web,1
bancolombia,recursos fonset,p,6,pagos web,1
cotrafa,circulacion y transito,p,17,pagos web,1
bancolombia,recursos fonset,p,21,pagos web,1
bancolombia,rendimientos financieros y recursos no ejecutados,n,19,pagos web,1
bancolombia,rendimientos financieros y recursos no ejecutados,p,5,pagos web,1
bancolombia,rendimientos financieros y recursos no ejecutados,p,23,pagos web,1
bancolombia,rendimientos financieros y recursos no ejecutados,presencial,7,pagos presencial,1
bancolombia,rendimientos financieros y recursos no ejecutados,presencial,21,pagos presencial,1
bancolombia,rentas contractuales,a,0,pagos web,1
bancolombia,rentas contractuales,a,3,pagos web,1
bancolombia,rentas contractuales,n,4,pagos web,1
cotrafa,impuesto predial,a,14,pagos web,1
cotrafa,impuesto predial,a,16,pagos web,1
cotrafa,impuesto predial,a,17,pagos web,1
cotrafa,impuesto predial,a,20,pagos web,1
bancolombia,movilidad,n,19,pagos web,1
bancolombia,movilidad,n,20,pagos web,1
bancolombia,movilidad,n,23,pagos web,1
bancolombia,movilidad,p,23,pagos web,1
bancolombia,multas codigo de policia,presencial,20,pagos presencial,1
bancolombia,otros ingresos,n,17,pagos web,1
cotrafa,impuesto predial,p,3,pagos web,1
bancolombia,otros ingresos,p,4,pagos web,1
bancolombia,otros ingresos,p,21,pagos web,1
bancolombia,otros ingresos,p,23,pagos web,1
cotrafa,impuesto predial,n,18,pagos web,1
cotrafa,impuesto predial,n,17,pagos web,1
cotrafa,impuesto predial,n,16,pagos web,1
bancolombia,otros ingresos,presencial,21,pagos presencial,1
bancolombia,pot.,presencial,20,pagos presencial,1
bancolombia,préstamos hipotecarios,presencial,6,pagos presencial,1
bancolombia,publicidad exterior visual,n,6,pagos web,1
cotrafa,impuesto predial,n,9,pagos web,1
bancolombia,publicidad exterior visual,n,21,pagos web,1
cotrafa,circulacion y transito,p,22,pagos web,1
cotrafa,circulacion y transito,p,11,pagos web,1
confiar cooperativa financiera,facilidades,n,16,pagos web,1
bancolombia,tasa pro deporte,presencial,10,pagos presencial,1
coopcentral,impuesto predial,p,19,pagos web,1
coopcentral,impuesto predial,p,18,pagos web,1
coopcentral,impuesto predial,p,17,pagos web,1
