Banco,Contrato,Origen,Hora,Tipo archivo recaudo,Cuenta
"rappipay, s.a.s.",industria y comercio,a,21,pagos web,1
"rappipay, s.a.s.",industria y comercio,n,0,pagos web,1
banco bbva colombia s.a.,facilidades,a,21,pagos web,1
banco bbva colombia s.a.,facilidades,a,22,pagos web,1
scotiabank colpatria,circulacion y transito,a,10,pagos web,1
scotiabank colpatria,circulacion y transito,a,7,pagos web,1
scotiabank colpatria,aprov.esp.pub,p,14,pagos web,1
scotiabank colpatria,aprov.esp.pub,p,12,pagos web,1
scotiabank colpatria,aprov.esp.pub,p,11,pagos web,1
banco bbva colombia s.a.,facilidades,n,5,pagos web,1
scotiabank colpatria,aprov.esp.pub,p,9,pagos web,1
banco bbva colombia s.a.,facilidades,n,22,pagos web,1
scotiabank colpatria,aprov.esp.pub,n,17,pagos web,1
scotiabank colpatria,aprov.esp.pub,n,16,pagos web,1
banco bbva colombia s.a.,facilidades,p,2,pagos web,1
banco bbva colombia s.a.,impuesto predial,n,1,pagos web,1
banco bbva colombia s.a.,impuesto predial,n,2,pagos web,1
scotiabank colpatria,aprov.esp.pub,n,8,pagos web,1
banco bbva colombia s.a.,impuesto predial,w,9,pagos web,1
scotiabank colpatria,alumbrado publico,p,22,pagos web,1
banco bbva colombia s.a.,impuesto predial,w,11,pagos web,1
banco bbva colombia s.a.,impuesto predial,w,12,pagos web,1
scotiabank colpatria,circulacion y transito,a,12,pagos web,1
scotiabank colpatria,circulacion y transito,a,18,pagos web,1
banco bbva colombia s.a.,impuesto telefonico,p,8,pagos web,1
scotiabank colpatria,circulacion y transito,n,9,pagos web,1
scotiabank colpatria,delineación urbana,p,17,pagos web,1
scotiabank colpatria,delineación urbana,p,16,pagos web,1
scotiabank colpatria,delineación urbana,p,15,pagos web,1
banco bbva colombia s.a.,delineación urbana,p,12,pagos web,1
banco bbva colombia s.a.,delineación urbana,p,16,pagos web,1
scotiabank colpatria,deguello de ganado,p,11,pagos web,1
banco bbva colombia s.a.,delineación urbana,p,22,pagos web,1
banco bbva colombia s.a.,estampilla procultura,n,10,pagos web,1
banco bbva colombia s.a.,estampilla procultura,n,11,pagos web,1
scotiabank colpatria,circulacion y transito,p,19,pagos web,1
banco bbva colombia s.a.,estampilla procultura,n,17,pagos web,1
banco bbva colombia s.a.,estampilla procultura,p,8,pagos web,1
banco bbva colombia s.a.,estampilla procultura,p,15,pagos web,1
scotiabank colpatria,circulacion y transito,p,7,pagos web,1
scotiabank colpatria,circulacion y transito,p,6,pagos web,1
banco bbva colombia s.a.,facilidades,a,15,pagos web,1
scotiabank colpatria,circulacion y transito,n,13,pagos web,1
banco bbva colombia s.a.,facilidades,a,16,pagos web,1
scotiabank colpatria,circulacion y transito,n,10,pagos web,1
banco bbva colombia s.a.,impuesto telefonico,n,14,pagos web,1
banco bbva colombia s.a.,impuesto telefonico,p,10,pagos web,1
scotiabank colpatria,estampilla procultura,p,10,pagos web,1
"santander consumo, s.a. de c.v",impuesto predial,p,20,pagos web,1
"santander consumo, s.a. de c.v",impuesto predial,p,13,pagos web,1
"santander consumo, s.a. de c.v",impuesto predial,n,19,pagos web,1
"santander consumo, s.a. de c.v",impuesto predial,n,2,pagos web,1
banco bbva colombia s.a.,industria y comercio,a,7,pagos web,1
santander consumer bank ag,impuesto predial,p,15,pagos web,1
"santander bank, na",impuesto predial,p,9,pagos web,1
san diego county c.u.,industria y comercio,p,15,pagos web,1
san diego county c.u.,impuesto predial,p,16,pagos web,1
san diego county c.u.,impuesto predial,p,15,pagos web,1
royal bank of canada,impuesto predial,p,23,pagos web,1
royal bank of canada,impuesto predial,p,19,pagos web,1
banco bbva colombia s.a.,industria y comercio,a,23,pagos web,1
banco bbva colombia s.a.,industria y comercio,n,2,pagos web,1
banco bbva colombia s.a.,industria y comercio,n,4,pagos web,1
banco bbva colombia s.a.,industria y comercio,n,5,pagos web,1
royal bank of canada,impuesto predial,n,21,pagos web,1
royal bank of canada,impuesto predial,n,16,pagos web,1
royal bank of canada,impuesto predial,n,14,pagos web,1
royal bank of canada,impuesto predial,n,13,pagos web,1
banco bbva colombia s.a.,industria y comercio,a,6,pagos web,1
"santander consumo, s.a. de c.v",impuesto predial,p,21,pagos web,1
banco bbva colombia s.a.,impuesto telefonico,p,13,pagos web,1
"santander consumo, s.a. de c.v",servicios,n,16,pagos web,1
banco bbva colombia s.a.,impuesto telefonico,p,18,pagos web,1
scotiabank colpatria,alumbrado publico,p,7,pagos web,1
scotiabank colpatria,alumbrado publico,p,5,pagos web,1
scotiabank colpatria,alumbrado publico,p,4,pagos web,1
scotiabank colpatria,alumbrado publico,n,16,pagos web,1
scotiabank colpatria,alumbrado publico,n,14,pagos web,1
banco bbva colombia s.a.,impuesto telefonico,p,19,pagos web,1
scotiabank colpatria,alumbrado publico,n,10,pagos web,1
scotiabank colpatria,alumbrado publico,n,7,pagos web,1
scotiabank colpatria,alumbrado publico,a,11,pagos web,1
scotiabank caribbean holding l,impuesto predial,p,17,pagos web,1
scotiabank caribbean holding l,impuesto predial,n,18,pagos web,1
savings institute,impuesto predial,p,20,pagos web,1
savings institute,impuesto predial,p,11,pagos web,1
saudi british bank,impuesto predial,p,10,pagos web,1
saudi british bank,impuesto predial,p,5,pagos web,1
saudi british bank,facilidades,p,3,pagos web,1
santander uk plc,impuesto predial,p,10,pagos web,1
santander uk plc,impuesto predial,p,8,pagos web,1
scotiabank colpatria,estampilla procultura,p,7,pagos web,1
scotiabank colpatria,estampilla procultura,p,12,pagos web,1
royal bank of canada,impuesto predial,n,10,pagos web,1
banco av villas s.a.,industria y comercio,n,11,pagos web,1
banco av villas s.a.,industria y comercio,n,15,pagos web,1
banco av villas s.a.,industria y comercio,p,1,pagos web,1
banco av villas s.a.,industria y comercio,p,5,pagos web,1
banco av villas s.a.,rentas contractuales,n,11,pagos web,1
banco av villas s.a.,rentas contractuales,n,12,pagos web,1
banco av villas s.a.,rentas contractuales,n,17,pagos web,1
banco azteca s.a. institucion,servicios,n,13,pagos web,1
"banco bac san jose, s.a.",facilidades,p,12,pagos web,1
"banco bac san jose, s.a.",impuesto predial,p,6,pagos web,1
"banco bac san jose, s.a.",impuesto predial,p,12,pagos web,1
"banco bac san jose, s.a.",impuesto predial,p,16,pagos web,1
scotiabank colpatria,impuesto predial,n,1,pagos web,1
"banco bac san jose, s.a.",impuesto predial,p,18,pagos web,1
"banco bac san jose, s.a.",impuesto predial,p,22,pagos web,1
banco bbva colombia,alumbrado publico,p,16,pagos web,1
banco bbva colombia,facilidades,p,7,pagos web,1
banco bbva colombia,facilidades,p,11,pagos web,1
banco bbva colombia,facilidades,p,14,pagos web,1
banco bbva colombia,facilidades,p,15,pagos web,1
banco av villas s.a.,industria y comercio,n,12,pagos web,1
banco av villas s.a.,industria y comercio,n,9,pagos web,1
banco bbva colombia,facilidades,p,18,pagos web,1
banco av villas s.a.,industria y comercio,a,21,pagos web,1
banco av villas s.a.,facilidades,n,11,pagos web,1
scotiabank colpatria,impuesto telefonico,n,10,pagos web,1
banco av villas s.a.,facilidades,n,13,pagos web,1
banco av villas s.a.,facilidades,n,15,pagos web,1
banco av villas s.a.,facilidades,n,16,pagos web,1
banco av villas s.a.,facilidades,p,6,pagos web,1
banco av villas s.a.,facilidades,p,7,pagos web,1
banco av villas s.a.,impuesto predial,a,9,pagos web,1
banco av villas s.a.,impuesto predial,a,19,pagos web,1
banco av villas s.a.,impuesto predial,n,0,pagos web,1
banco av villas s.a.,impuesto predial,n,5,pagos web,1
banco av villas s.a.,impuesto predial,n,7,pagos web,1
banco av villas s.a.,impuesto predial,n,23,pagos web,1
banco av villas s.a.,impuesto predial,p,0,pagos web,1
banco av villas s.a.,impuesto predial,p,1,pagos web,1
banco av villas s.a.,impuesto predial,p,3,pagos web,1
banco av villas s.a.,impuesto telefonico,p,15,pagos web,1
banco av villas s.a.,industria y comercio,a,11,pagos web,1
scotiabank colpatria,impuesto predial,p,3,pagos web,1
banco bbva colombia,facilidades,p,17,pagos web,1
banco bbva colombia,impuesto predial,a,9,pagos web,1
scotiabank colpatria,estampilla procultura,p,13,pagos web,1
banco bbva colombia s.a.,aprov.esp.pub,n,21,pagos web,1
banco bbva colombia s.a.,aprov.esp.pub,p,17,pagos web,1
scotiabank colpatria,facilidades,n,7,pagos web,1
scotiabank colpatria,facilidades,n,6,pagos web,1
banco bbva colombia s.a.,circulacion y transito,a,8,pagos web,1
banco bbva colombia s.a.,circulacion y transito,a,14,pagos web,1
banco bbva colombia s.a.,circulacion y transito,a,18,pagos web,1
banco bbva colombia s.a.,circulacion y transito,a,21,pagos web,1
scotiabank colpatria,facilidades,a,17,pagos web,1
banco bbva colombia s.a.,circulacion y transito,n,7,pagos web,1
banco bbva colombia s.a.,circulacion y transito,n,15,pagos web,1
banco bbva colombia s.a.,circulacion y transito,n,18,pagos web,1
banco bbva colombia s.a.,circulacion y transito,n,20,pagos web,1
banco bbva colombia s.a.,circulacion y transito,p,5,pagos web,1
scotiabank colpatria,facilidades,a,8,pagos web,1
scotiabank colpatria,facilidades,a,6,pagos web,1
scotiabank colpatria,estampilla procultura,p,17,pagos web,1
banco bbva colombia s.a.,delineación urbana,n,14,pagos web,1
banco bbva colombia s.a.,delineación urbana,p,6,pagos web,1
scotiabank colpatria,estampilla procultura,p,14,pagos web,1
banco bbva colombia s.a.,aprov.esp.pub,p,13,pagos web,1
banco bbva colombia s.a.,aprov.esp.pub,n,18,pagos web,1
banco bbva colombia,impuesto predial,a,14,pagos web,1
banco bbva colombia s.a.,aprov.esp.pub,n,15,pagos web,1
banco bbva colombia,impuesto predial,n,5,pagos web,1
banco bbva colombia,impuesto predial,n,18,pagos web,1
banco bbva colombia,impuesto predial,p,5,pagos web,1
banco bbva colombia,impuesto predial,p,7,pagos web,1
banco bbva colombia,impuesto predial,p,9,pagos web,1
banco bbva colombia,impuesto predial,p,10,pagos web,1
banco bbva colombia,impuesto predial,p,11,pagos web,1
banco bbva colombia,impuesto predial,p,17,pagos web,1
banco bbva colombia,impuesto predial,p,21,pagos web,1
banco bbva colombia,impuesto predial,p,23,pagos web,1
banco bbva colombia,industria y comercio,p,8,pagos web,1
banco bbva colombia,industria y comercio,p,9,pagos web,1
banco bbva colombia,industria y comercio,p,23,pagos web,1
banco bbva colombia s.a.,alumbrado publico,n,13,pagos web,1
banco bbva colombia s.a.,alumbrado publico,n,16,pagos web,1
banco bbva colombia s.a.,alumbrado publico,p,7,pagos web,1
scotiabank colpatria,facilidades,n,21,pagos web,1
banco bbva colombia s.a.,aprov.esp.pub,n,12,pagos web,1
banco bbva colombia s.a.,aprov.esp.pub,n,14,pagos web,1
royal bank of canada,impuesto predial,n,12,pagos web,1
royal bank of canada,impuesto predial,n,8,pagos web,1
"rappipay, s.a.s.",industria y comercio,n,5,pagos web,1
redeban multicolor s.a.,impuesto predial,a,9,pagos web,1
redeban multicolor s.a.,facilidades,p,21,pagos web,1
redeban multicolor s.a.,facilidades,p,19,pagos web,1
redeban multicolor s.a.,facilidades,p,18,pagos web,1
redeban multicolor s.a.,facilidades,p,17,pagos web,1
redeban multicolor s.a.,facilidades,p,16,pagos web,1
redeban multicolor s.a.,facilidades,p,9,pagos web,1
redeban multicolor s.a.,facilidades,p,8,pagos web,1
redeban multicolor s.a.,delineación urbana,p,9,pagos web,1
redeban multicolor s.a.,circulacion y transito,p,11,pagos web,1
redeban multicolor s.a.,circulacion y transito,p,8,pagos web,1
redeban multicolor s.a.,circulacion y transito,a,19,pagos web,1
redeban multicolor s.a.,circulacion y transito,a,12,pagos web,1
redeban multicolor s.a.,circulacion y transito,a,11,pagos web,1
redeban multicolor s.a.,circulacion y transito,a,10,pagos web,1
redeban multicolor s.a.,alumbrado publico,p,18,pagos web,1
rbs national bank,impuesto predial,n,10,pagos web,1
rbc royal bank of canada,impuesto predial,p,21,pagos web,1
banco bilbao vizcaya argentari,impuesto predial,n,3,pagos web,1
"rappipay, s.a.s.",rentas contractuales,n,18,pagos web,1
redeban multicolor s.a.,facilidades,p,22,pagos web,1
banco bilbao vizcaya argentari,impuesto predial,a,4,pagos web,1
"rappipay, s.a.s.",rentas contractuales,n,13,pagos web,1
banco bilbao vizcaya argentari,facilidades,p,21,pagos web,1
banco bilbao vizcaya argentari,circulacion y transito,p,12,pagos web,1
banco bilbao vizcaya argentari,circulacion y transito,p,21,pagos web,1
banco bilbao vizcaya argentari,delineación urbana,p,12,pagos web,1
banco bilbao vizcaya argentari,facilidades,a,10,pagos web,1
banco bilbao vizcaya argentari,facilidades,a,13,pagos web,1
banco bilbao vizcaya argentari,facilidades,n,8,pagos web,1
banco bilbao vizcaya argentari,facilidades,n,15,pagos web,1
banco bilbao vizcaya argentari,facilidades,p,3,pagos web,1
banco bilbao vizcaya argentari,facilidades,p,9,pagos web,1
banco bilbao vizcaya argentari,facilidades,p,11,pagos web,1
redeban multicolor s.a.,impuesto predial,p,5,pagos web,1
redeban multicolor s.a.,impuesto predial,p,1,pagos web,1
banco bilbao vizcaya argentari,facilidades,p,14,pagos web,1
redeban multicolor s.a.,impuesto predial,a,21,pagos web,1
redeban multicolor s.a.,impuesto predial,a,19,pagos web,1
redeban multicolor s.a.,impuesto predial,a,17,pagos web,1
banco bilbao vizcaya argentari,facilidades,p,19,pagos web,1
redeban multicolor s.a.,impuesto predial,a,15,pagos web,1
redeban multicolor s.a.,impuesto predial,a,14,pagos web,1
"rappipay, s.a.s.",rentas contractuales,n,17,pagos web,1
banco bilbao vizcaya argentari,impuesto predial,n,5,pagos web,1
banco bilbao vizcaya argentari,alumbrado publico,p,13,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,p,13,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,p,20,pagos web,1
"rappipay, s.a.s.",industria y comercio,p,6,pagos web,1
"rappipay, s.a.s.",industria y comercio,p,5,pagos web,1
"rappipay, s.a.s.",industria y comercio,p,4,pagos web,1
"rappipay, s.a.s.",industria y comercio,p,1,pagos web,1
banco bilbao vizcaya argentari,servicios,n,5,pagos web,1
"rappipay, s.a.s.",industria y comercio,n,21,pagos web,1
banco bilbao vizcaya argentari,servicios,n,7,pagos web,1
banco bogota,circulacion y transito,a,7,pagos web,1
banco bogota,circulacion y transito,p,13,pagos web,1
banco bogota,delineación urbana,a,20,pagos web,1
banco bogota,facilidades,a,21,pagos web,1
banco bogota,facilidades,a,22,pagos web,1
banco bogota,facilidades,p,8,pagos web,1
"rappipay, s.a.s.",industria y comercio,n,10,pagos web,1
banco bogota,facilidades,p,15,pagos web,1
"rappipay, s.a.s.",industria y comercio,n,8,pagos web,1
banco bogota,facilidades,p,17,pagos web,1
"rappipay, s.a.s.",industria y comercio,n,6,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,p,17,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,p,8,pagos web,1
"rappipay, s.a.s.",ingresos no tributarios,p,21,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,p,3,pagos web,1
banco bilbao vizcaya argentari,impuesto predial,n,7,pagos web,1
"rappipay, s.a.s.",ingresos no tributarios,p,18,pagos web,1
"rappipay, s.a.s.",ingresos no tributarios,p,9,pagos web,1
"rappipay, s.a.s.",ingresos no tributarios,p,8,pagos web,1
"rappipay, s.a.s.",ingresos no tributarios,p,7,pagos web,1
"rappipay, s.a.s.",ingresos no tributarios,n,17,pagos web,1
"rappipay, s.a.s.",ingresos no tributarios,n,11,pagos web,1
"rappipay, s.a.s.",ingresos no tributarios,n,10,pagos web,1
banco bilbao vizcaya argentari,impuesto predial,n,10,pagos web,1
"rappipay, s.a.s.",industria y comercio,w,16,pagos web,1
banco bilbao vizcaya argentari,impuesto predial,n,16,pagos web,1
banco bilbao vizcaya argentari,impuesto predial,n,17,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,a,4,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,a,8,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,a,11,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,a,12,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,a,20,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,n,14,pagos web,1
banco bilbao vizcaya argentari,industria y comercio,n,20,pagos web,1
banco bilbao vizcaya argentari,circulacion y transito,a,18,pagos web,1
banco bilbao vizcaya argentari,alumbrado publico,p,8,pagos web,1
royal bank of canada,facilidades,n,12,pagos web,1
banco bbva colombia s.a.,otros ingresos,p,18,pagos web,1
banco bbva colombia s.a.,publicidad exterior visual,n,11,pagos web,1
banco bbva colombia s.a.,publicidad exterior visual,n,12,pagos web,1
banco bbva colombia s.a.,publicidad exterior visual,n,15,pagos web,1
banco bbva colombia s.a.,publicidad exterior visual,n,16,pagos web,1
banco bbva colombia s.a.,publicidad exterior visual,p,19,pagos web,1
banco bbva colombia s.a.,rendimientos financieros y recursos no ejecutados,n,8,pagos web,1
banco bbva colombia s.a.,rendimientos financieros y recursos no ejecutados,n,17,pagos web,1
ripley visa,impuesto predial,p,5,pagos web,1
banco bbva colombia s.a.,rentas contractuales,p,12,pagos web,1
ripley visa,impuesto predial,n,23,pagos web,1
ripley visa,impuesto predial,n,15,pagos web,1
ripley visa,impuesto predial,n,14,pagos web,1
banco bbva colombia s.a.,rentas contractuales,p,17,pagos web,1
ripley visa,impuesto predial,n,9,pagos web,1
banco bbva colombia s.a.,retencion ica,n,7,pagos web,1
ripley visa,impuesto predial,a,20,pagos web,1
ripley visa,impuesto predial,a,17,pagos web,1
ripley visa,impuesto predial,a,16,pagos web,1
ripley visa,impuesto predial,a,12,pagos web,1
banco bbva colombia s.a.,publicidad exterior visual,n,10,pagos web,1
banco bbva colombia s.a.,otros ingresos,p,16,pagos web,1
ripley visa,facilidades,p,21,pagos web,1
banco bbva colombia s.a.,otros ingresos,p,7,pagos web,1
rogers bank,impuesto predial,p,14,pagos web,1
ripley visa,recursos fonset,p,11,pagos web,1
ripley visa,otros ingresos,p,11,pagos web,1
ripley visa,industria y comercio,p,19,pagos web,1
banco bbva colombia s.a.,ingresos no tributarios,n,14,pagos web,1
banco bbva colombia s.a.,ingresos no tributarios,p,7,pagos web,1
banco bbva colombia s.a.,ingresos no tributarios,p,9,pagos web,1
banco bbva colombia s.a.,movilidad,n,11,pagos web,1
banco bbva colombia s.a.,movilidad,n,15,pagos web,1
banco bbva colombia s.a.,movilidad,n,16,pagos web,1
ripley visa,industria y comercio,p,8,pagos web,1
ripley visa,industria y comercio,n,13,pagos web,1
ripley visa,industria y comercio,a,22,pagos web,1
ripley visa,industria y comercio,a,16,pagos web,1
ripley visa,industria y comercio,a,14,pagos web,1
ripley visa,impuesto telefonico,p,9,pagos web,1
banco bbva colombia s.a.,movilidad,p,10,pagos web,1
banco bbva colombia s.a.,movilidad,p,14,pagos web,1
banco bbva colombia s.a.,otros ingresos,n,15,pagos web,1
ripley visa,facilidades,p,22,pagos web,1
banco bbva colombia s.a.,retencion ica,n,8,pagos web,1
"banco bhd, s.a., banco mzltipl",impuesto predial,p,18,pagos web,1
regions bank,industria y comercio,p,6,pagos web,1
regions bank,impuesto predial,p,22,pagos web,1
regions bank,impuesto predial,p,20,pagos web,1
regions bank,impuesto predial,p,19,pagos web,1
regions bank,impuesto predial,p,18,pagos web,1
regions bank,impuesto predial,p,12,pagos web,1
regions bank,impuesto predial,n,17,pagos web,1
regions bank,impuesto predial,n,8,pagos web,1
banco bbva colombia s.a.,servicios,p,9,pagos web,1
banco bbva colombia s.a.,servicios,p,10,pagos web,1
banco bbva colombia s.a.,servicios,p,12,pagos web,1
redeban multicolor s.a.,industria y comercio,p,19,pagos web,1
redeban multicolor s.a.,industria y comercio,p,18,pagos web,1
redeban multicolor s.a.,industria y comercio,p,17,pagos web,1
banco bbva colombia s.a.,servicios,p,21,pagos web,1
banco bbva colombia s.a.,sobretasa a la gasolina,p,13,pagos web,1
banco bbva colombia s.a.,transferencias,n,9,pagos web,1
banco bbva colombia s.a.,transferencias,p,6,pagos web,1
"banco bhd, s.a., banco mzltipl",impuesto predial,n,13,pagos web,1
"banco bhd, s.a., banco mzltipl",impuesto predial,p,17,pagos web,1
regions bank,impuesto predial,p,23,pagos web,1
banco bbva colombia s.a.,servicios,n,16,pagos web,1
banco bbva colombia s.a.,retencion ica,n,19,pagos web,1
revolut issued by wirecard car,impuesto predial,p,20,pagos web,1
banco bbva colombia s.a.,retencion ica,n,21,pagos web,1
ripley visa,facilidades,p,14,pagos web,1
banco bbva colombia s.a.,retencion ica,p,6,pagos web,1
banco bbva colombia s.a.,servicios,n,6,pagos web,1
banco bbva colombia s.a.,servicios,n,7,pagos web,1
banco bbva colombia s.a.,servicios,n,11,pagos web,1
banco bbva colombia s.a.,servicios,n,12,pagos web,1
ripley visa,facilidades,n,13,pagos web,1
ripley visa,facilidades,n,8,pagos web,1
ripley visa,alumbrado publico,n,9,pagos web,1
revolut ltd,impuesto predial,p,16,pagos web,1
revolut ltd,impuesto predial,p,15,pagos web,1
revolut ltd,impuesto predial,p,14,pagos web,1
revolut ltd,impuesto predial,p,13,pagos web,1
revolut ltd,impuesto predial,p,7,pagos web,1
revolut ltd,impuesto predial,n,20,pagos web,1
revolut ltd,impuesto predial,n,13,pagos web,1
revolut ltd,facilidades,p,5,pagos web,1
revolut ltd,alumbrado publico,p,9,pagos web,1
banco de bogotá s.a.,industria y comercio,w,15,pagos web,1
"itau corpbanca colombia, s.a.",facilidades,p,10,pagos web,1
banco de bogotá s.a.,publicidad exterior visual,p,10,pagos web,1
bancolombia s.a.,impuesto telefonico,p,7,pagos web,1
compania de financiamiento tuy,ingresos no tributarios,p,14,pagos web,1
compania de financiamiento tuy,ingresos no tributarios,p,12,pagos web,1
compania de financiamiento tuy,ingresos no tributarios,p,3,pagos web,1
bancolombia s.a.,impuesto predial,w,23,pagos web,1
compania de financiamiento tuy,ingresos no tributarios,p,0,pagos web,1
compania de financiamiento tuy,industria y comercio,w,9,pagos web,1
bancolombia s.a.,impuesto telefonico,n,10,pagos web,1
bancolombia s.a.,impuesto telefonico,n,21,pagos web,1
bancolombia s.a.,impuesto telefonico,p,6,pagos web,1
bancolombia s.a.,impuesto telefonico,p,18,pagos web,1
compania de financiamiento tuy,industria y comercio,n,18,pagos web,1
bancolombia s.a.,impuesto telefonico,p,19,pagos web,1
bancolombia s.a.,impuesto telefonico,p,23,pagos web,1
bancolombia s.a.,industria y comercio,a,1,pagos web,1
bancolombia s.a.,industria y comercio,a,2,pagos web,1
bancolombia s.a.,industria y comercio,a,5,pagos web,1
bancolombia s.a.,industria y comercio,n,3,pagos web,1
compania de financiamiento tuy,industria y comercio,p,1,pagos web,1
compania de financiamiento tuy,industria y comercio,n,21,pagos web,1
bancolombia s.a.,industria y comercio,w,7,pagos web,1
compania de financiamiento tuy,ingresos no tributarios,p,17,pagos web,1
compania de financiamiento tuy,ingresos no tributarios,p,21,pagos web,1
bancolombia s.a.,impuesto predial,w,22,pagos web,1
bancolombia s.a.,impuesto predial,w,21,pagos web,1
bancolombia s.a.,delineación urbana,p,12,pagos web,1
confiar,aprov.esp.pub,presencial,16,pagos presencial,1
bancolombia s.a.,delineación urbana,p,17,pagos web,1
bancolombia s.a.,delineación urbana,p,18,pagos web,1
bancolombia s.a.,delineación urbana,p,20,pagos web,1
bancolombia s.a.,delineación urbana,p,23,pagos web,1
bancolombia s.a.,facilidades,a,9,pagos web,1
bancolombia s.a.,facilidades,a,21,pagos web,1
bancolombia s.a.,facilidades,a,23,pagos web,1
bancolombia s.a.,facilidades,p,4,pagos web,1
bancolombia s.a.,impuesto predial,n,2,pagos web,1
compañía american express,impuesto predial,p,20,pagos web,1
compañía american express,impuesto predial,p,18,pagos web,1
compañía american express,impuesto predial,p,12,pagos web,1
compania de financiamiento tuy,servicios,n,16,pagos web,1
bancolombia s.a.,impuesto predial,w,20,pagos web,1
compania de financiamiento tuy,retencion ica,p,17,pagos web,1
compania de financiamiento tuy,rentas contractuales,n,16,pagos web,1
compania de financiamiento tuy,publicidad exterior visual,p,13,pagos web,1
compania de financiamiento tuy,industria y comercio,n,19,pagos web,1
bancolombia s.a.,industria y comercio,w,8,pagos web,1
confiar cooperativa financiera,facilidades,n,12,pagos web,1
bancolombia s.a.,movilidad,p,14,pagos web,1
bancolombia s.a.,movilidad,n,8,pagos web,1
compania de financiamiento tuy,impuesto predial,w,9,pagos web,1
compania de financiamiento tuy,impuesto predial,w,8,pagos web,1
compania de financiamiento tuy,impuesto predial,w,7,pagos web,1
bancolombia s.a.,movilidad,n,10,pagos web,1
bancolombia s.a.,movilidad,n,12,pagos web,1
bancolombia s.a.,movilidad,n,15,pagos web,1
bancolombia s.a.,movilidad,n,18,pagos web,1
bancolombia s.a.,movilidad,p,7,pagos web,1
bancolombia s.a.,otros ingresos,p,14,pagos web,1
bancolombia s.a.,ingresos no tributarios,n,10,pagos web,1
bancolombia s.a.,otros ingresos,p,16,pagos web,1
bancolombia s.a.,otros ingresos,p,22,pagos web,1
bancolombia s.a.,publicidad exterior visual,n,14,pagos web,1
bancolombia s.a.,publicidad exterior visual,n,15,pagos web,1
bancolombia s.a.,publicidad exterior visual,p,19,pagos web,1
bancolombia s.a.,rentas contractuales,n,8,pagos web,1
bancolombia s.a.,rentas contractuales,n,11,pagos web,1
bancolombia s.a.,rentas contractuales,n,17,pagos web,1
bancolombia s.a.,rentas contractuales,n,18,pagos web,1
compania de financiamiento tuy,impuesto predial,w,11,pagos web,1
compania de financiamiento tuy,impuesto predial,w,21,pagos web,1
compania de financiamiento tuy,impuesto telefonico,p,7,pagos web,1
compania de financiamiento tuy,impuesto telefonico,p,10,pagos web,1
compania de financiamiento tuy,industria y comercio,n,9,pagos web,1
compania de financiamiento tuy,industria y comercio,n,8,pagos web,1
bancolombia s.a.,ingresos no tributarios,n,18,pagos web,1
compania de financiamiento tuy,industria y comercio,n,0,pagos web,1
compania de financiamiento tuy,industria y comercio,a,21,pagos web,1
compania de financiamiento tuy,industria y comercio,a,19,pagos web,1
bancolombia s.a.,ingresos no tributarios,p,7,pagos web,1
compania de financiamiento tuy,industria y comercio,a,17,pagos web,1
compania de financiamiento tuy,industria y comercio,a,16,pagos web,1
bancolombia s.a.,ingresos no tributarios,p,8,pagos web,1
compania de financiamiento tuy,industria y comercio,a,14,pagos web,1
compania de financiamiento tuy,industria y comercio,a,13,pagos web,1
compania de financiamiento tuy,industria y comercio,a,12,pagos web,1
compania de financiamiento tuy,industria y comercio,a,8,pagos web,1
compania de financiamiento tuy,impuesto telefonico,p,23,pagos web,1
compania de financiamiento tuy,impuesto telefonico,p,19,pagos web,1
compania de financiamiento tuy,impuesto telefonico,p,15,pagos web,1
compania de financiamiento tuy,impuesto telefonico,p,14,pagos web,1
compania de financiamiento tuy,impuesto telefonico,p,12,pagos web,1
bancolombia s.a.,delineación urbana,p,8,pagos web,1
bancolombia s.a.,delineación urbana,p,7,pagos web,1
bancolombia s.a.,delineación urbana,n,22,pagos web,1
confiar,publicidad exterior visual,presencial,14,pagos presencial,1
bancolombia - botón bancolombi,servicios,n,5,pagos web,1
bancolombia - botón bancolombi,servicios,p,8,pagos web,1
bancolombia - botón bancolombi,servicios,p,19,pagos web,1
bancolombia - botón bancolombi,servicios,p,20,pagos web,1
bancolombia - botón bancolombi,servicios,p,23,pagos web,1
bancolombia cayman,facilidades,p,6,pagos web,1
confiar,rendimientos financieros y recursos no ejecutados,presencial,10,pagos presencial,1
confiar,rendimientos financieros y recursos no ejecutados,presencial,9,pagos presencial,1
confiar,rendimientos financieros y recursos no ejecutados,presencial,8,pagos presencial,1
confiar,publicidad exterior visual,presencial,10,pagos presencial,1
bancolombia s.a.,delineación urbana,n,20,pagos web,1
confiar,publicidad exterior visual,presencial,9,pagos presencial,1
