Banco;Contrato;Origen;Tipo archivo recaudo;Hora;Dia semana;Total recaudo;Total transacciones
av villas;industria y comercio;a;pagos web;15;4;397670;1
av villas;industria y comercio;a;pagos web;16;4;109349;1
av villas;industria y comercio;p;pagos web;9;2;540765;1
av villas;industria y comercio;p;pagos web;9;3;494522;1
av villas;industria y comercio;p;pagos web;9;4;41400;1
av villas;industria y comercio;p;pagos web;10;1;36000;1
av villas;industria y comercio;p;pagos web;10;4;770590;1
av villas;industria y comercio;p;pagos web;11;2;6263202;2
av villas;industria y comercio;p;pagos web;11;4;7738064;2
av villas;industria y comercio;p;pagos web;11;5;1051200;1
av villas;industria y comercio;p;pagos web;12;1;147390;1
av villas;industria y comercio;p;pagos web;12;2;178753;1
av villas;industria y comercio;p;pagos web;12;3;3007564;2
av villas;industria y comercio;p;pagos web;12;4;55200;1
av villas;industria y comercio;p;pagos web;14;0;222194;1
av villas;industria y comercio;p;pagos web;14;1;523820;1
av villas;industria y comercio;p;pagos web;15;1;182268;2
av villas;industria y comercio;p;pagos web;15;2;2559382;1
av villas;industria y comercio;p;pagos web;15;3;166180;1
av villas;industria y comercio;p;pagos web;15;4;2706172;1
av villas;industria y comercio;p;pagos web;16;0;4403658;1
av villas;industria y comercio;p;pagos web;16;1;257485;2
av villas;industria y comercio;p;pagos web;16;3;15809362;3
av villas;industria y comercio;p;pagos web;17;0;157848;2
av villas;industria y comercio;p;pagos web;17;1;1130126;3
av villas;industria y comercio;p;pagos web;17;3;1990781;2
av villas;industria y comercio;p;pagos web;17;4;19783702;2
av villas;industria y comercio;p;pagos web;18;0;3102052;2
av villas;industria y comercio;p;pagos web;20;3;180798;1
av villas;industria y comercio;p;pagos web;22;3;308147;1
av villas;otros ingresos;p;pagos web;13;1;150000;1
aval soluciones digitales s.a.;impuesto predial;n;pagos web;14;3;63891;1
aval soluciones digitales s.a.;impuesto predial;p;pagos web;7;2;25273;1
aval soluciones digitales s.a.;impuesto predial;p;pagos web;11;0;22241;1
aval soluciones digitales s.a.;impuesto predial;p;pagos web;11;4;286655;1
aval soluciones digitales s.a.;impuesto predial;p;pagos web;15;5;256675;1
aval soluciones digitales s.a.;impuesto predial;p;pagos web;17;5;1234;1
aval soluciones digitales s.a.;impuesto predial;p;pagos web;19;1;86826;2
aval soluciones digitales s.a.;impuesto predial;p;pagos web;19;6;2415;1
aval soluciones digitales s.a.;industria y comercio;p;pagos web;20;2;57500;1
av villas;alumbrado publico;presencial;pagos presencial;8;1;80490;1
av villas;alumbrado publico;presencial;pagos presencial;8;2;43591;3
av villas;alumbrado publico;presencial;pagos presencial;8;4;64930;1
av villas;alumbrado publico;presencial;pagos presencial;9;0;8600;1
av villas;alumbrado publico;presencial;pagos presencial;9;1;893859;5
av villas;alumbrado publico;presencial;pagos presencial;9;2;47207;2
av villas;alumbrado publico;presencial;pagos presencial;9;3;38165;1
av villas;alumbrado publico;presencial;pagos presencial;9;4;296471;2
av villas;alumbrado publico;presencial;pagos presencial;10;0;52861;4
av villas;alumbrado publico;presencial;pagos presencial;10;1;3877406;7
av villas;alumbrado publico;presencial;pagos presencial;10;2;83527;3
av villas;alumbrado publico;presencial;pagos presencial;10;3;79908;3
av villas;alumbrado publico;presencial;pagos presencial;10;4;390256;3
av villas;alumbrado publico;presencial;pagos presencial;11;0;33477;1
av villas;alumbrado publico;presencial;pagos presencial;11;1;316598;7
av villas;alumbrado publico;presencial;pagos presencial;11;2;5120151;3
av villas;alumbrado publico;presencial;pagos presencial;11;4;53698;2
av villas;alumbrado publico;presencial;pagos presencial;12;0;245966;1
av villas;alumbrado publico;presencial;pagos presencial;12;1;3771009;4
av villas;alumbrado publico;presencial;pagos presencial;12;4;137638;1
av villas;alumbrado publico;presencial;pagos presencial;13;0;242000;1
av villas;alumbrado publico;presencial;pagos presencial;13;3;3810153;2
av villas;alumbrado publico;presencial;pagos presencial;13;4;287730;3
av villas;alumbrado publico;presencial;pagos presencial;13;5;12331;1
av villas;alumbrado publico;presencial;pagos presencial;14;0;189199;2
av villas;alumbrado publico;presencial;pagos presencial;14;1;39723966;34
av villas;alumbrado publico;presencial;pagos presencial;14;2;55829;4
av villas;alumbrado publico;presencial;pagos presencial;14;3;369338;6
av villas;alumbrado publico;presencial;pagos presencial;14;4;125888;3
av villas;alumbrado publico;presencial;pagos presencial;15;1;232416;1
av villas;alumbrado publico;presencial;pagos presencial;15;2;75618;4
av villas;alumbrado publico;presencial;pagos presencial;15;3;1466379;7
av villas;alumbrado publico;presencial;pagos presencial;15;4;12331;1
av villas;alumbrado publico;presencial;pagos presencial;16;0;49963;2
av villas;alumbrado publico;presencial;pagos presencial;16;1;110375;1
av villas;alumbrado publico;presencial;pagos presencial;16;2;76332;1
av villas;alumbrado publico;presencial;pagos presencial;16;3;1027392;7
av villas;alumbrado publico;presencial;pagos presencial;16;4;10137;1
av villas;alumbrado publico;presencial;pagos presencial;17;3;36183000;31
av villas;aprov.esp.pub;presencial;pagos presencial;11;2;260000;1
av villas;aprov.esp.pub;presencial;pagos presencial;12;1;841088;1
av villas;aprov.esp.pub;presencial;pagos presencial;14;1;7406486;2
av villas;aprov.esp.pub;presencial;pagos presencial;15;4;1101924;1
av villas;aprov.esp.pub;presencial;pagos presencial;16;1;121005;1
av villas;circulacion y transito;presencial;pagos presencial;8;0;503362;4
av villas;circulacion y transito;presencial;pagos presencial;8;1;1212651;9
av villas;circulacion y transito;presencial;pagos presencial;8;2;273060;3
av villas;circulacion y transito;presencial;pagos presencial;8;3;22575;1
av villas;circulacion y transito;presencial;pagos presencial;8;4;155551;4
av villas;circulacion y transito;presencial;pagos presencial;9;0;166800;5
av villas;circulacion y transito;presencial;pagos presencial;9;1;123438;3
av villas;circulacion y transito;presencial;pagos presencial;9;2;453117;6
av villas;circulacion y transito;presencial;pagos presencial;9;3;1265890;13
av villas;circulacion y transito;presencial;pagos presencial;9;4;2673302;20
av villas;circulacion y transito;presencial;pagos presencial;9;5;878240;3
av villas;circulacion y transito;presencial;pagos presencial;10;0;70181;4
av villas;circulacion y transito;presencial;pagos presencial;10;1;576381;7
av villas;circulacion y transito;presencial;pagos presencial;10;2;424364;8
av villas;circulacion y transito;presencial;pagos presencial;10;3;301275;8
av villas;circulacion y transito;presencial;pagos presencial;10;4;78087;7
av villas;circulacion y transito;presencial;pagos presencial;11;0;443104;7
av villas;circulacion y transito;presencial;pagos presencial;11;1;477428;14
av villas;circulacion y transito;presencial;pagos presencial;11;2;47014;1
av villas;circulacion y transito;presencial;pagos presencial;11;3;791813;8
av villas;circulacion y transito;presencial;pagos presencial;11;4;1755086;8
av villas;circulacion y transito;presencial;pagos presencial;11;5;103609;1
av villas;circulacion y transito;presencial;pagos presencial;12;0;3172745;9
av villas;circulacion y transito;presencial;pagos presencial;12;1;532082;9
av villas;circulacion y transito;presencial;pagos presencial;12;2;1083508;7
av villas;circulacion y transito;presencial;pagos presencial;12;3;602915;28
av villas;circulacion y transito;presencial;pagos presencial;12;4;2267906;18
av villas;circulacion y transito;presencial;pagos presencial;13;0;51440;1
av villas;circulacion y transito;presencial;pagos presencial;13;1;85708;3
av villas;circulacion y transito;presencial;pagos presencial;13;2;262613;4
av villas;circulacion y transito;presencial;pagos presencial;13;3;419660;14
av villas;circulacion y transito;presencial;pagos presencial;13;4;28000;2
av villas;circulacion y transito;presencial;pagos presencial;14;0;1179563;6
av villas;circulacion y transito;presencial;pagos presencial;14;1;2082259;19
av villas;circulacion y transito;presencial;pagos presencial;14;2;633514;9
av villas;circulacion y transito;presencial;pagos presencial;14;3;594774;9
av villas;circulacion y transito;presencial;pagos presencial;14;4;1396498;9
av villas;circulacion y transito;presencial;pagos presencial;15;0;3438494;20
av villas;circulacion y transito;presencial;pagos presencial;15;1;849198;9
av villas;circulacion y transito;presencial;pagos presencial;15;2;2507493;13
av villas;circulacion y transito;presencial;pagos presencial;15;3;4238359;34
av villas;circulacion y transito;presencial;pagos presencial;15;4;323214;8
av villas;circulacion y transito;presencial;pagos presencial;16;0;1250900;17
av villas;circulacion y transito;presencial;pagos presencial;16;1;668037;1
av villas;circulacion y transito;presencial;pagos presencial;16;2;5048218;37
av villas;circulacion y transito;presencial;pagos presencial;16;3;97245;3
av villas;circulacion y transito;presencial;pagos presencial;16;4;504812;1
av villas;circulacion y transito;presencial;pagos presencial;17;0;537672;3
av villas;circulacion y transito;presencial;pagos presencial;17;1;103918;2
av villas;circulacion y transito;presencial;pagos presencial;17;2;474223;5
av villas;circulacion y transito;presencial;pagos presencial;17;3;602892;2
av villas;circulacion y transito;presencial;pagos presencial;18;0;509480;2
av villas;circulacion y transito;presencial;pagos presencial;18;1;147306;1
av villas;circulacion y transito;presencial;pagos presencial;18;3;88144;1
av villas;delineacion urbana;presencial;pagos presencial;8;0;920200;2
av villas;delineacion urbana;presencial;pagos presencial;8;1;680000;2
av villas;delineacion urbana;presencial;pagos presencial;8;2;6041220;5
av villas;delineacion urbana;presencial;pagos presencial;8;3;6623300;4
av villas;delineacion urbana;presencial;pagos presencial;8;4;58008980;3
av villas;delineacion urbana;presencial;pagos presencial;9;0;5142910;6
av villas;delineacion urbana;presencial;pagos presencial;9;1;3315340;7
av villas;delineacion urbana;presencial;pagos presencial;9;2;1332050;3
av villas;delineacion urbana;presencial;pagos presencial;9;3;2951060;4
av villas;delineacion urbana;presencial;pagos presencial;9;4;8314800;5
av villas;delineacion urbana;presencial;pagos presencial;10;1;2217040;3
av villas;delineacion urbana;presencial;pagos presencial;10;3;9545940;6
av villas;delineacion urbana;presencial;pagos presencial;10;4;959160;4
av villas;delineacion urbana;presencial;pagos presencial;10;5;339000;1
av villas;delineacion urbana;presencial;pagos presencial;11;1;132000;1
av villas;delineacion urbana;presencial;pagos presencial;11;3;195800;1
av villas;delineacion urbana;presencial;pagos presencial;11;4;801427860;1
av villas;delineacion urbana;presencial;pagos presencial;12;0;6283050;2
av villas;delineacion urbana;presencial;pagos presencial;12;1;2691000;1
av villas;delineacion urbana;presencial;pagos presencial;12;3;693360;3
av villas;delineacion urbana;presencial;pagos presencial;12;4;1947390;3
av villas;delineacion urbana;presencial;pagos presencial;13;4;336945000;2
av villas;delineacion urbana;presencial;pagos presencial;14;0;165850;1
av villas;delineacion urbana;presencial;pagos presencial;14;1;959130;2
av villas;delineacion urbana;presencial;pagos presencial;14;3;1284950;3
av villas;delineacion urbana;presencial;pagos presencial;14;4;3030000;1
av villas;delineacion urbana;presencial;pagos presencial;15;0;1394890;2
av villas;delineacion urbana;presencial;pagos presencial;15;1;4002780;4
av villas;delineacion urbana;presencial;pagos presencial;15;2;608800;2
av villas;delineacion urbana;presencial;pagos presencial;15;3;402000;2
av villas;delineacion urbana;presencial;pagos presencial;16;0;812000;1
av villas;delineacion urbana;presencial;pagos presencial;16;1;1869000;1
av villas;delineacion urbana;presencial;pagos presencial;16;2;3391900;2
av villas;delineacion urbana;presencial;pagos presencial;16;3;579940;2
av villas;delineacion urbana;presencial;pagos presencial;16;4;835000;2
av villas;delineacion urbana;presencial;pagos presencial;18;4;15303140;1
av villas;impuesto predial;presencial;pagos presencial;8;0;2146300;12
av villas;impuesto predial;presencial;pagos presencial;8;1;15316628;14
av villas;impuesto predial;presencial;pagos presencial;8;2;3986900;12
av villas;impuesto predial;presencial;pagos presencial;8;3;1620455;9
av villas;impuesto predial;presencial;pagos presencial;8;4;1214814;9
av villas;impuesto predial;presencial;pagos presencial;9;0;4280026;18
av villas;impuesto predial;presencial;pagos presencial;9;1;3754625;16
av villas;impuesto predial;presencial;pagos presencial;9;2;6496379;15
av villas;impuesto predial;presencial;pagos presencial;9;3;6549559;8
av villas;impuesto predial;presencial;pagos presencial;9;4;3059847;14
av villas;impuesto predial;presencial;pagos presencial;9;5;801938;5
av villas;impuesto predial;presencial;pagos presencial;10;0;5023006;19
av villas;impuesto predial;presencial;pagos presencial;10;1;5159583;30
av villas;impuesto predial;presencial;pagos presencial;10;2;6300120;20
av villas;impuesto predial;presencial;pagos presencial;10;3;6227419;23
av villas;impuesto predial;presencial;pagos presencial;10;4;21265722;34
av villas;impuesto predial;presencial;pagos presencial;10;5;1494640;10
av villas;impuesto predial;presencial;pagos presencial;11;0;2522640;9
av villas;impuesto predial;presencial;pagos presencial;11;1;4296581;18
av villas;impuesto predial;presencial;pagos presencial;11;2;4699488;21
av villas;impuesto predial;presencial;pagos presencial;11;3;8183999;18
av villas;impuesto predial;presencial;pagos presencial;11;4;10554741;20
av villas;impuesto predial;presencial;pagos presencial;11;5;1293294;5
av villas;impuesto predial;presencial;pagos presencial;12;0;5462044;17
av villas;impuesto predial;presencial;pagos presencial;12;1;6853798;14
av villas;impuesto predial;presencial;pagos presencial;12;2;3666901;19
av villas;impuesto predial;presencial;pagos presencial;12;3;10951291;13
av villas;impuesto predial;presencial;pagos presencial;12;4;4015963;18
av villas;impuesto predial;presencial;pagos presencial;12;5;857045;6
av villas;impuesto predial;presencial;pagos presencial;13;0;3670231;16
av villas;impuesto predial;presencial;pagos presencial;13;1;5072275;19
av villas;impuesto predial;presencial;pagos presencial;13;2;1904355;4
av villas;impuesto predial;presencial;pagos presencial;13;3;2407649;10
av villas;impuesto predial;presencial;pagos presencial;13;4;6553284;13
av villas;impuesto predial;presencial;pagos presencial;14;0;6810910;18
av villas;impuesto predial;presencial;pagos presencial;14;1;5892771;24
av villas;impuesto predial;presencial;pagos presencial;14;2;13567308;31
av villas;impuesto predial;presencial;pagos presencial;14;3;7231422;24
