contrato;tipo_archivo_recaudo;periodo;mes;total_recaudo;total_transacciones;periodo_mes
cuotas partes jubilatorias;presencial;2021;7;292548509;36;2021-7-1
deguello de ganado;virtual;2021;7;309792000;2;2021-7-1
delineacion urbana;presencial;2021;7;890566231;239;2021-7-1
delineacion urbana;virtual;2021;7;488365971;36;2021-7-1
espectaculos publicos;virtual;2021;7;89649216;6;2021-7-1
estampilla procultura;virtual;2021;7;130881655;14;2021-7-1
impuesto predial;presencial;2021;7;21641035897;44556;2021-7-1
impuesto predial;virtual;2021;7;13399415465;16542;2021-7-1
impuesto telefonico;presencial;2021;7;1776534394;41;2021-7-1
impuesto telefonico;virtual;2021;7;3807885;97;2021-7-1
industria y comercio;presencial;2021;7;78646235000;15744;2021-7-1
industria y comercio;virtual;2021;7;28783939206;12611;2021-7-1
ingresos no tributarios;presencial;2021;7;2456835573;648;2021-7-1
ingresos no tributarios;virtual;2021;7;636576358;93;2021-7-1
movilidad;presencial;2021;7;10794238695;42876;2021-7-1
movilidad;virtual;2021;7;134845800;86;2021-7-1
multas codigo de policia;presencial;2021;7;41302131;91;2021-7-1
otros ingresos;presencial;2021;7;1,9446E+11;199;2021-7-1
otros ingresos;virtual;2021;7;674325384;5;2021-7-1
publicidad exterior visual;presencial;2021;7;125423738;310;2021-7-1
publicidad exterior visual;virtual;2021;7;2239185;1;2021-7-1
recursos fonset;presencial;2021;7;53993000;2;2021-7-1
recursos fonset;virtual;2021;7;9267922218;100;2021-7-1
rendimientos financieros y recursos no ejecutados;presencial;2021;7;2202246665;56;2021-7-1
rendimientos financieros y recursos no ejecutados;virtual;2021;7;2774364613;216;2021-7-1
rentas contractuales;presencial;2021;7;41378644;171;2021-7-1
rentas contractuales;virtual;2021;7;389775051;34;2021-7-1
retencion ica;presencial;2021;7;1614441206;86;2021-7-1
retencion ica;virtual;2021;7;8532325356;877;2021-7-1
servicios;presencial;2021;7;7725000;945;2021-7-1
servicios;virtual;2021;7;222100;5;2021-7-1
sobretasa a la gasolina;presencial;2021;7;8953266000;10;2021-7-1
transferencias;presencial;2021;7;13976304;2;2021-7-1
transferencias;virtual;2021;7;3052971902;41;2021-7-1
alumbrado publico;presencial;2021;8;10327021352;205;2021-8-1
alumbrado publico;virtual;2021;8;86800;1;2021-8-1
circulacion y transito;presencial;2021;8;2728963381;1961;2021-8-1
circulacion y transito;virtual;2021;8;1267279;21;2021-8-1
cuotas partes jubilatorias;presencial;2021;8;929695137;68;2021-8-1
deguello de ganado;virtual;2021;8;324992000;2;2021-8-1
delineacion urbana;presencial;2021;8;889250865;228;2021-8-1
delineacion urbana;virtual;2021;8;568526971;22;2021-8-1
espectaculos publicos;presencial;2021;8;63490429;1;2021-8-1
espectaculos publicos;virtual;2021;8;211807479;5;2021-8-1
estampilla procultura;virtual;2021;8;128191008;14;2021-8-1
impuesto predial;presencial;2021;8;30767793796;117709;2021-8-1
impuesto predial;virtual;2021;8;14643307273;18686;2021-8-1
impuesto telefonico;presencial;2021;8;1789810206;97;2021-8-1
impuesto telefonico;virtual;2021;8;12022651;107;2021-8-1
industria y comercio;presencial;2021;8;9381547073;12555;2021-8-1
industria y comercio;virtual;2021;8;21901770445;11490;2021-8-1
ingresos no tributarios;presencial;2021;8;1978490404;605;2021-8-1
ingresos no tributarios;virtual;2021;8;20560025;66;2021-8-1
movilidad;presencial;2021;8;11105540295;43925;2021-8-1
movilidad;virtual;2021;8;120518060;81;2021-8-1
multas codigo de policia;presencial;2021;8;48770022;99;2021-8-1
otros ingresos;presencial;2021;8;1,17224E+11;151;2021-8-1
otros ingresos;virtual;2021;8;337176645;4;2021-8-1
publicidad exterior visual;presencial;2021;8;121075080;328;2021-8-1
publicidad exterior visual;virtual;2021;8;2239185;1;2021-8-1
recursos fonset;presencial;2021;8;56027000;2;2021-8-1
recursos fonset;virtual;2021;8;6054044270;71;2021-8-1
rendimientos financieros y recursos no ejecutados;presencial;2021;8;2091336893;58;2021-8-1
rendimientos financieros y recursos no ejecutados;virtual;2021;8;2040089057;241;2021-8-1
rentas contractuales;presencial;2021;8;59701192;137;2021-8-1
rentas contractuales;virtual;2021;8;7661126604;67;2021-8-1
retencion ica;presencial;2021;8;4567863;6;2021-8-1
retencion ica;virtual;2021;8;16685875;18;2021-8-1
servicios;presencial;2021;8;9365851;969;2021-8-1
servicios;virtual;2021;8;41900;5;2021-8-1
sobretasa a la gasolina;presencial;2021;8;4861193000;4;2021-8-1
tasa pro deporte;presencial;2021;8;33000;1;2021-8-1
transferencias;presencial;2021;8;14171485198;3;2021-8-1
transferencias;virtual;2021;8;3093722732;41;2021-8-1
alumbrado publico;presencial;2021;9;271767605;311;2021-9-1
alumbrado publico;virtual;2021;9;45560;2;2021-9-1
circulacion y transito;presencial;2021;9;1298085766;1736;2021-9-1
circulacion y transito;virtual;2021;9;34825791;311;2021-9-1
cuotas partes jubilatorias;presencial;2021;9;270947749;65;2021-9-1
deguello de ganado;virtual;2021;9;309480000;2;2021-9-1
delineacion urbana;presencial;2021;9;3176650382;216;2021-9-1
delineacion urbana;virtual;2021;9;1210067473;43;2021-9-1
espectaculos publicos;presencial;2021;9;96475806;3;2021-9-1
espectaculos publicos;virtual;2021;9;411938890;7;2021-9-1
estampilla procultura;virtual;2021;9;153894000;10;2021-9-1
impuesto predial;presencial;2021;9;44403496924;147153;2021-9-1
impuesto predial;virtual;2021;9;36009561140;30295;2021-9-1
impuesto telefonico;presencial;2021;9;1798480726;91;2021-9-1
impuesto telefonico;virtual;2021;9;2798153;12;2021-9-1
industria y comercio;presencial;2021;9;80051861904;16614;2021-9-1
industria y comercio;virtual;2021;9;13295750147;11408;2021-9-1
ingresos no tributarios;presencial;2021;9;1379139279;518;2021-9-1
ingresos no tributarios;virtual;2021;9;617219653;84;2021-9-1
movilidad;presencial;2021;9;12744905087;51616;2021-9-1
movilidad;virtual;2021;9;153503580;94;2021-9-1
multas codigo de policia;presencial;2021;9;104930487;158;2021-9-1
otros ingresos;presencial;2021;9;1,01141E+11;131;2021-9-1
otros ingresos;virtual;2021;9;768464526;13;2021-9-1
publicidad exterior visual;presencial;2021;9;165671489;646;2021-9-1
publicidad exterior visual;virtual;2021;9;2239185;1;2021-9-1
recursos fonset;presencial;2021;9;145662000;2;2021-9-1
recursos fonset;virtual;2021;9;8339156962;62;2021-9-1
rendimientos financieros y recursos no ejecutados;presencial;2021;9;2823687050;113;2021-9-1
rendimientos financieros y recursos no ejecutados;virtual;2021;9;2843573616;240;2021-9-1
rentas contractuales;presencial;2021;9;125112254;198;2021-9-1
rentas contractuales;virtual;2021;9;4168855518;61;2021-9-1
retencion ica;presencial;2021;9;1835359415;86;2021-9-1
retencion ica;virtual;2021;9;7308502512;886;2021-9-1
servicios;presencial;2021;9;13245824;885;2021-9-1
servicios;virtual;2021;9;69100;6;2021-9-1
sobretasa a la gasolina;presencial;2021;9;4917691000;4;2021-9-1
tasa pro deporte;presencial;2021;9;818355246;88;2021-9-1
transferencias;presencial;2021;9;10001632769;2;2021-9-1
transferencias;virtual;2021;9;3234202489;36;2021-9-1
alumbrado publico;presencial;2021;10;6034205981;233;2021-10-1
alumbrado publico;virtual;2021;10;86800;1;2021-10-1
circulacion y transito;presencial;2021;10;1021179831;3726;2021-10-1
circulacion y transito;virtual;2021;10;40460066;585;2021-10-1
cuotas partes jubilatorias;presencial;2021;10;276774819;67;2021-10-1
deguello de ganado;virtual;2021;10;310032000;2;2021-10-1
delineacion urbana;presencial;2021;10;982098153;205;2021-10-1
delineacion urbana;virtual;2021;10;4324159985;17;2021-10-1
espectaculos publicos;presencial;2021;10;25348391;4;2021-10-1
espectaculos publicos;virtual;2021;10;388058092;4;2021-10-1
estampilla procultura;virtual;2021;10;130015000;11;2021-10-1
impuesto predial;presencial;2021;10;15411106350;38125;2021-10-1
